@relation 'SEA step 2500 NR 0.1'

@attribute valueX numeric
@attribute valueY numeric
@attribute valueZ numeric
@attribute label {0,1}

@data
7.728204,0.743017,3.920984,0
9.370986,7.881662,0.595886,1
1.099681,7.068886,7.149924,0
6.810421,7.20051,7.044205,1
8.455831,5.759496,8.028213,1
2.412242,1.611482,1.210938,0
8.792532,9.181481,3.803186,1
7.072005,3.62629,5.360932,0
1.451353,8.273034,9.178889,0
3.39133,2.494996,0.271709,0
6.009898,5.736479,6.434406,1
0.446059,3.108256,6.41471,0
1.630977,3.325869,4.391765,0
8.2023,4.516811,9.528964,1
2.755382,9.767342,7.391381,1
0.253988,1.098235,7.770165,0
1.578881,7.282461,8.831507,0
8.37219,4.362864,5.956487,1
9.474619,1.290835,2.761994,1
1.022985,9.331415,7.572127,1
5.048724,6.646147,3.82251,1
3.311915,8.507209,8.208988,0
1.176247,2.378656,8.78764,0
2.492196,9.707022,3.140998,0
8.054698,5.066157,7.142986,1
2.357137,3.569063,9.515068,0
5.321217,0.91841,4.361071,0
7.148097,8.620576,6.846613,1
6.225204,3.0112,9.863883,0
6.578301,6.021313,6.849162,0
7.031726,4.500092,6.835138,1
6.736406,1.831623,1.944389,0
9.154654,3.638294,1.925997,0
9.057237,5.930107,0.147384,1
7.370417,0.014553,2.288713,0
2.536562,2.709744,6.437989,0
1.374157,1.263677,8.391016,0
6.574307,3.598046,7.179426,1
1.394744,3.931541,4.806013,0
4.068511,2.701023,1.936933,0
4.370248,7.016422,0.460492,1
4.333253,3.629782,2.117022,0
2.040714,0.814308,3.933425,0
1.597241,5.765352,7.599055,0
4.112616,0.619148,7.660163,0
9.451018,3.254646,3.90965,1
6.155376,0.161902,6.431108,0
1.546687,5.086743,8.840202,0
4.99489,3.295575,3.675448,0
5.827234,5.41714,0.177001,1
4.440422,5.45662,5.300585,1
4.431849,8.781182,9.857638,1
4.21581,4.43794,9.283948,0
2.351281,6.679919,7.720314,0
6.334318,9.009299,7.822246,1
1.607579,7.864158,8.468149,1
9.647196,4.666636,7.397498,1
4.15229,4.556666,4.208816,0
2.828571,0.346061,7.728531,0
9.88612,1.850399,6.091757,1
5.223625,0.618205,4.004398,0
2.048754,0.745103,7.538336,0
7.302343,8.57273,6.602479,1
2.972669,1.624774,2.20313,0
3.015027,1.47565,6.209092,0
2.697272,1.573529,2.04995,0
0.686269,5.274229,0.163479,0
0.968351,3.652806,1.848317,0
0.576235,3.610821,4.242752,0
8.283509,6.980139,1.910537,1
3.587312,6.037965,1.812413,1
5.582234,2.977535,9.059602,0
1.410032,1.768558,0.23699,0
3.253416,5.899604,0.146222,1
0.595395,1.104488,5.665991,0
5.683772,3.864019,2.058423,0
1.714061,2.962102,2.761383,1
7.544534,4.846117,3.849878,1
9.639404,3.083971,6.075257,1
1.480509,3.457458,1.185227,0
5.266535,9.743536,3.888996,1
6.76525,2.543109,2.894352,1
6.066171,0.158675,6.447782,0
1.964693,9.646923,7.060628,1
4.471358,8.904887,1.912205,1
3.869778,6.984728,7.742691,0
0.143112,5.29088,2.652834,0
0.044382,7.019138,3.262586,0
6.401449,8.594467,4.385622,1
3.784446,2.392709,6.149895,0
2.180844,2.979494,5.021476,0
2.252073,1.462529,0.373943,0
6.28055,1.250435,6.344202,0
9.906979,0.161758,3.698801,1
1.686191,8.524211,2.509175,1
5.140067,3.603837,6.807735,0
0.733786,9.977401,6.181148,1
1.972379,1.809523,0.803684,0
6.090578,5.875511,9.900018,1
6.693183,6.815598,6.551494,1
3.560876,6.85208,5.193364,0
2.80553,8.685344,9.809963,1
8.66279,5.794316,2.530355,1
5.429261,1.460217,0.169651,0
1.073917,9.624263,2.370641,1
7.204116,7.298969,6.920636,1
2.308729,2.104397,4.746335,0
1.515907,3.365017,7.205058,0
2.273628,4.282832,3.655861,0
9.20068,5.571228,9.039795,1
2.37604,0.016251,8.327082,0
9.344222,3.322147,1.943454,1
5.001747,0.255267,0.193071,0
7.096773,8.362367,6.937488,1
4.274172,3.088382,0.21468,0
5.08525,0.590153,6.707158,0
9.785702,2.821246,8.705704,1
5.286814,0.985274,9.910852,0
3.269955,1.727222,5.354396,0
0.415578,4.246636,5.376581,0
8.043562,6.805457,7.401786,1
4.967032,6.707889,2.516248,1
2.312809,8.037733,5.296866,0
2.481761,7.706022,0.991928,1
9.506132,9.402225,0.65859,1
6.28221,5.30825,5.280452,1
3.427397,3.947734,7.371648,0
1.551847,6.072377,7.926981,0
1.148556,0.807066,9.150607,0
8.772661,6.801831,8.984386,1
6.966435,3.316743,5.361209,1
4.800509,9.791176,0.533783,0
9.86923,4.412267,5.376762,0
8.500893,0.047537,1.940275,1
2.013902,4.017061,2.541307,0
3.570449,2.508821,8.178121,0
3.971166,4.631093,6.175818,0
9.606821,7.837973,8.314747,1
0.179419,9.892557,4.065485,0
7.247916,4.4411,6.578367,1
4.85026,8.642713,0.308363,1
3.71663,4.636152,6.607458,1
0.352836,5.72135,6.847815,0
9.859407,5.567092,5.160492,1
4.018513,8.970266,0.339092,1
7.507779,8.881269,1.872149,1
1.319481,8.814571,5.920337,1
5.504732,1.580506,7.624831,0
7.368703,3.03817,4.852495,1
5.995421,3.57168,2.197261,1
0.144511,5.127973,2.317022,1
0.377572,3.41956,8.4524,0
0.187611,5.905026,4.379427,0
7.543944,5.366708,6.520654,1
4.08285,6.383728,5.887998,1
9.977411,4.483902,2.992992,1
5.466729,9.349281,7.351154,1
9.220316,8.689507,2.170218,1
9.805058,9.944776,7.985107,1
1.562577,1.44894,8.476619,0
1.870771,1.735192,0.85597,0
5.617566,4.363012,4.535258,1
2.429533,2.962588,9.155695,0
0.284532,7.059496,3.986563,0
6.096418,6.047802,1.553715,1
0.72094,8.954105,5.57872,1
7.337406,1.220833,9.841426,0
5.783835,8.060653,6.791197,1
8.933711,2.769947,1.746837,1
2.632186,0.468582,5.145952,0
3.751154,1.755008,7.454095,0
4.61636,9.344551,1.225872,1
7.876908,4.413728,6.608856,1
1.071269,9.333731,3.993313,1
0.258236,4.103009,6.937775,0
5.490775,4.526507,4.968637,1
5.636164,6.407469,9.37689,1
6.379849,7.22471,9.860523,1
1.775379,5.480719,2.547287,0
4.654902,8.13159,0.293419,1
7.376162,7.757984,2.197538,1
6.214121,3.4323,3.19113,0
7.977449,0.942859,6.73251,0
2.237786,6.131165,0.005616,0
1.121508,3.042463,4.410217,1
4.362281,8.06468,3.450277,1
0.161289,1.363246,9.639704,0
4.649687,7.006783,2.830934,1
2.625873,4.233864,2.588154,0
4.324386,0.14123,4.994096,0
0.545427,6.106575,6.030582,0
5.557868,0.133815,1.913895,0
0.692787,3.786778,1.428369,0
6.942792,5.767573,1.986111,1
0.76357,8.050217,0.757957,0
2.073234,2.471784,3.231326,0
5.510933,2.660762,7.488799,0
6.126039,6.111051,2.367745,1
9.089185,1.754952,1.345957,0
1.99205,0.811342,1.598581,0
5.775574,5.102855,9.319936,1
7.882692,4.240444,4.625512,1
8.914196,8.979727,5.581853,1
2.774162,1.446138,9.42255,0
1.539749,7.258465,6.190921,0
8.048952,4.778455,7.500808,1
9.477213,7.092404,4.942697,1
9.580761,7.720453,1.696701,1
0.774382,7.006852,5.379913,0
6.5396,9.037061,7.288587,1
4.15339,3.455292,6.93518,0
4.736459,5.23174,1.060608,1
2.964058,3.520561,4.457032,0
9.426728,6.235452,8.957231,1
1.523249,5.166532,6.17101,0
9.553679,0.063464,9.395142,1
7.205717,5.42061,4.689322,1
9.244816,3.692343,6.871042,0
6.584924,9.521678,1.796047,1
3.47969,1.740856,8.978899,0
7.262491,7.838301,2.426541,1
5.608609,0.374893,3.954833,0
3.821871,5.440003,8.802171,1
2.25523,1.045334,0.240533,0
9.443404,4.590245,1.736129,0
4.526662,3.250372,7.562732,0
7.880657,1.334201,4.053401,1
9.975169,2.216695,6.903256,1
3.031575,7.383841,5.098602,1
2.141537,0.415664,9.06678,0
1.148925,0.006858,2.052371,0
0.654259,6.148742,3.155302,0
1.879613,4.604287,5.491704,1
7.984285,3.376079,1.100661,0
6.275114,0.591989,9.940682,0
1.227082,9.336116,5.52727,0
3.558149,4.471677,9.744707,0
5.119528,5.566835,8.603589,1
9.289636,7.028298,4.20179,1
6.336577,0.14216,0.415138,0
2.208384,6.060216,6.270029,0
2.385704,2.907318,4.383016,1
2.270659,5.09479,0.143049,0
2.331905,0.801997,3.876771,0
4.604489,1.267922,1.959687,0
4.567387,7.17846,1.868913,1
9.481835,1.23692,5.908761,1
7.016827,1.541591,9.271311,0
4.127854,1.580133,1.460667,0
3.383791,8.5107,1.956128,1
0.549481,1.258563,1.909341,0
2.353226,2.465282,6.805419,0
7.016515,3.402924,3.863559,1
5.676133,4.177457,1.074131,1
3.735202,0.322709,3.04429,0
6.629569,5.863731,7.30872,1
8.207664,8.695699,5.003404,1
3.206671,2.710116,7.328206,0
3.174257,4.39564,1.809257,0
5.254771,4.941108,2.543364,1
6.530963,7.978292,1.134099,1
7.991454,8.567773,9.136485,1
5.028805,6.257186,9.053072,1
9.215908,6.805458,8.726865,1
3.02519,7.371071,3.406366,1
1.025524,6.737434,1.216715,0
7.431098,9.674334,7.930192,1
1.612223,0.227421,1.57612,0
9.091186,0.854454,7.022292,1
8.020869,5.745821,5.741464,1
4.060465,6.515515,4.03379,1
2.280258,0.525071,7.23009,0
1.150221,1.034129,1.154716,0
3.221406,3.986466,8.841314,0
0.488546,3.707386,9.770033,0
9.621348,8.648868,5.770037,1
5.912399,1.326579,0.862452,0
2.109081,0.877029,1.140382,0
6.814972,8.733995,6.384128,1
1.565601,9.744621,6.275321,1
0.514127,8.805897,5.125938,0
9.576973,7.489987,9.017765,1
1.308155,3.890911,8.575699,0
6.254228,4.011599,0.493115,1
9.084704,3.750178,7.911564,1
3.45924,1.018594,9.84646,1
8.635398,3.503764,8.758003,1
5.270168,2.833089,8.841339,0
2.729141,7.103823,0.946456,1
8.473523,7.901655,4.672787,1
6.521968,2.937952,4.754647,1
4.409841,0.187904,2.945796,0
7.160969,7.013822,7.503923,1
3.428568,9.060307,6.543059,1
3.497878,6.04476,6.162532,1
2.15227,4.812051,0.177941,0
0.770484,9.591522,2.217573,1
2.959577,7.905054,7.846493,1
2.470742,0.028552,3.509615,0
7.38364,4.997248,0.665958,1
5.333152,1.608638,2.380248,0
4.580725,3.886377,4.323346,0
6.561879,8.132884,8.385867,1
6.279933,0.820616,6.936308,0
5.442246,9.122503,6.818718,1
7.513806,9.093236,4.533542,1
3.256422,0.157673,0.323297,1
1.543296,9.854266,9.095745,1
0.854381,0.934306,6.175973,0
0.1409,5.398888,7.132637,1
2.755037,2.491961,9.012018,0
7.08207,9.369384,7.288393,1
3.749419,1.738225,5.860484,1
0.172305,0.433796,3.289999,0
7.723813,0.919076,1.644062,0
0.925898,3.115387,0.474438,0
9.84133,8.971562,4.181823,1
3.84469,1.454349,7.11115,0
0.766291,8.663379,2.945011,0
5.1747,9.061319,9.925643,1
5.461624,6.205649,3.906817,1
7.242674,4.234417,9.541419,1
3.806233,5.17696,0.089714,0
9.901727,2.842972,1.204109,1
0.282529,4.361803,3.480653,0
6.682385,9.86009,8.782389,0
1.351204,4.442556,5.795454,1
1.13914,5.841523,9.773221,0
3.842061,9.223603,2.335744,1
9.758447,9.905781,7.932504,1
0.248794,5.428681,4.048947,0
9.872611,3.745266,1.882537,1
7.11636,4.185509,1.720611,1
9.020895,9.549122,4.124233,1
6.050763,2.944545,0.725683,0
5.332384,0.513801,3.987708,0
2.719791,6.758192,0.493372,1
1.239605,5.933369,6.744147,0
8.922636,4.418073,5.254425,1
0.869989,4.953202,3.877321,0
5.089676,2.458142,3.885502,1
1.835168,1.966962,5.714415,0
1.157337,4.716676,5.452496,0
4.745672,5.853589,2.007871,1
4.582814,3.609456,3.005413,1
4.658322,3.902248,7.435093,0
3.658497,4.403277,9.911677,0
1.277117,6.393396,5.960185,0
3.85327,4.634842,0.114948,0
0.608181,5.140123,7.500788,0
4.172187,2.798859,3.139808,0
3.049287,6.834344,3.718709,1
0.692877,7.647509,8.538997,0
2.974614,9.462849,7.696984,0
1.743483,5.143134,2.212298,0
7.325938,6.079366,4.951686,1
6.35044,5.234709,1.986657,1
5.836518,8.714221,8.366705,1
9.932602,3.27551,0.615028,1
2.136785,7.29658,4.747614,1
7.803773,3.514134,0.973998,1
4.994799,8.189376,8.274007,1
0.844187,9.805251,4.522848,1
9.828672,9.816584,4.616048,1
2.967365,9.382295,4.159495,0
6.357278,5.849063,5.502355,1
9.928818,5.534032,8.233567,1
8.865714,3.405731,0.474122,1
5.590061,9.143437,7.621231,1
5.799973,2.633006,4.063073,0
8.433741,5.113726,5.591955,1
1.220336,6.881404,5.604281,0
9.219809,4.832944,5.009113,1
9.881181,1.237122,3.812761,1
1.480076,1.401082,0.073647,0
7.331093,2.352762,8.552501,1
1.232299,6.023889,0.764121,0
5.5822,5.550437,2.475779,1
2.119317,0.069453,0.033033,0
6.200512,8.597933,4.039341,1
9.813676,7.75046,1.747799,1
0.628776,9.295446,4.150904,0
0.479958,1.734745,6.354477,1
3.751549,3.996679,1.268967,0
9.147506,6.89783,1.079596,1
1.441604,4.100188,5.253559,0
4.275733,6.5025,2.600185,1
3.339682,1.051782,8.208648,0
7.484008,0.538926,6.966953,0
9.728986,1.066516,7.502103,1
1.318788,6.226839,3.781466,0
9.104156,7.278358,0.804142,1
7.568933,8.688311,1.738508,1
4.150753,9.097741,0.206136,1
2.980552,6.860862,0.949277,1
0.353312,9.047954,6.097435,1
5.841806,2.77983,1.610613,0
9.719018,5.431299,3.524333,1
4.563492,2.911275,3.56776,0
4.981312,7.807174,5.997926,1
8.09118,1.849239,8.06232,1
3.481579,2.53514,7.549798,0
9.73939,2.527146,0.305535,1
9.452733,2.793969,3.276343,1
5.070403,0.572014,9.257497,0
2.891725,0.285982,2.552613,0
2.035666,5.175635,1.044223,0
3.653149,0.25243,3.849756,0
2.3426,4.290797,5.782271,0
9.67784,3.228894,6.085616,1
8.346926,7.102465,5.388199,1
7.23631,5.131305,5.446221,1
0.193092,4.871982,0.123856,0
2.727696,5.82014,9.342232,0
8.349834,0.282407,4.822523,1
9.657161,5.30452,9.46267,1
9.170884,0.246778,9.451619,0
6.189184,7.112595,7.133358,0
9.785509,9.23138,8.633173,1
6.60888,4.850938,9.135327,1
1.361344,7.270244,9.074538,0
3.143994,8.447231,6.626358,1
4.492998,8.08962,7.576086,1
7.278881,9.443712,3.57065,1
3.821068,4.429003,9.385656,0
0.704137,9.488876,1.149294,1
5.288712,1.268785,9.506835,0
0.24717,6.840268,2.921568,0
2.3418,3.788169,2.038683,0
4.847144,9.484759,5.139484,1
6.443969,1.98099,1.182035,0
6.271876,0.947517,4.734512,0
4.148051,6.80415,1.960502,1
3.077589,0.005728,9.603553,0
5.435394,8.942848,2.519885,1
1.421041,9.049567,4.081263,1
2.457949,4.930446,3.719775,0
2.150849,4.932452,8.210349,0
0.432108,4.838239,0.720385,0
3.418049,6.547382,4.760266,1
9.691062,4.078221,2.949392,1
6.658567,2.41502,5.418964,1
4.777791,4.741661,3.19478,1
2.310729,8.143965,9.985552,1
4.279397,5.416244,7.414593,1
1.760151,2.021618,6.628089,0
7.606306,9.45852,1.320029,1
4.095619,4.418871,1.412705,0
5.675992,8.503944,5.68686,1
7.216831,8.205367,6.741149,1
2.352144,3.596466,2.008689,0
1.860551,9.222876,6.275314,1
2.425339,1.061321,0.906869,0
4.235244,4.714241,8.71063,0
6.655169,4.79404,8.983559,1
1.938034,1.154878,6.374952,0
2.299138,3.24311,9.535839,0
2.579665,2.50654,8.658644,0
2.373278,4.715183,1.289752,0
8.132827,9.252783,2.956532,1
5.59965,2.306406,4.785026,0
7.121995,7.891684,2.320956,1
7.145681,5.550629,0.29908,1
1.37847,4.934515,3.205167,1
4.229369,6.042814,8.991479,1
4.040981,2.871665,2.694843,0
6.915457,2.477729,8.355787,0
2.435922,3.796303,8.756218,1
2.718604,6.784623,1.872629,1
6.67803,4.091503,6.596949,1
9.099302,2.082133,5.994536,1
7.086384,2.24448,5.845154,0
4.720258,8.721675,4.406183,1
7.771686,0.331104,0.486695,0
9.168232,8.576572,0.130304,0
1.995609,4.276178,0.608323,0
2.586276,8.793293,6.893285,1
7.742985,1.56384,8.309622,1
8.380069,7.892404,0.651127,1
6.965286,2.816495,9.409862,1
0.124065,9.193756,8.117692,1
4.629581,8.980342,9.801729,1
1.37247,7.53518,8.943083,0
8.803704,8.35143,3.416857,1
8.73217,9.386079,2.673556,1
7.280735,4.432128,3.762428,1
8.426376,4.707238,6.653773,1
9.48426,6.14876,2.88865,1
2.227447,1.061722,5.863721,0
2.551127,7.023629,5.370351,1
4.874429,4.933237,5.770172,1
4.212168,3.19984,4.506485,1
6.806506,0.097783,8.110981,0
1.818372,8.428392,1.92525,1
5.759839,7.116828,0.63777,0
6.799278,2.645224,3.53269,1
4.47646,7.539063,2.148871,1
4.344012,1.024527,9.571315,0
1.859954,0.893225,6.967131,0
0.82851,3.82045,0.506824,0
7.775005,4.756424,9.576755,1
4.548368,1.075122,2.69834,0
6.593537,9.525003,1.747796,1
3.150541,5.698842,4.766846,1
8.206189,5.248666,2.805391,1
5.147656,6.267471,4.953329,1
8.152578,3.413772,2.489328,1
6.534655,1.646213,4.425868,0
0.705385,1.784118,0.942505,0
7.22629,6.499236,9.532311,1
8.353812,1.538791,0.506142,1
6.331969,0.857926,1.783025,0
8.044147,4.337368,6.803864,1
6.845655,6.392353,9.128178,1
7.364711,6.612383,2.387452,1
3.717951,1.331212,5.762101,0
6.756026,4.792886,0.51115,1
1.796322,6.16909,2.190513,0
0.170955,7.275774,0.481335,0
6.661071,3.942008,8.883945,1
8.212185,4.912115,2.432148,1
0.295369,6.209907,4.591446,0
3.244662,9.25479,9.799397,0
6.429931,4.39902,8.157501,1
3.859626,3.796122,4.867048,0
2.78923,8.237848,5.668114,1
3.566408,3.292913,1.747001,0
3.133581,3.927994,4.865372,0
2.560303,9.19979,5.398247,1
6.481088,3.551614,6.617199,1
1.238735,6.994662,6.708662,0
0.417064,1.630468,3.381553,0
2.33615,6.887055,4.73147,0
2.212359,0.336554,0.73046,0
4.01891,0.114424,9.238853,0
2.51371,3.507084,4.668982,0
8.813206,1.226718,5.372967,1
0.100526,2.887106,4.818756,0
4.49551,6.696414,0.475305,1
4.098757,0.23511,5.906213,0
0.95358,6.025727,5.940547,0
7.737511,6.400022,5.219402,1
9.180472,0.134751,8.239028,1
9.948407,5.450953,1.223241,1
3.593171,7.401417,0.959515,1
1.885718,5.683681,0.415591,0
8.114829,0.722785,6.862755,0
8.928799,0.299719,5.446472,1
9.83923,0.697142,5.548876,1
6.484518,8.708334,8.296213,1
9.913097,3.417719,8.881352,1
6.439324,0.659416,2.398815,0
5.744692,6.648798,3.238116,1
4.148621,1.819803,9.856781,0
1.349358,5.844624,4.980403,0
5.807036,5.954175,4.321284,1
2.640401,1.657453,3.262742,0
6.346181,2.299166,0.718747,0
5.00668,2.613006,1.371597,1
1.96063,5.252726,1.091523,0
9.986143,4.432844,9.568065,0
8.78532,1.782887,0.468145,1
8.724509,5.65759,1.310304,1
7.091849,9.679025,0.362436,1
3.092123,6.782216,1.519259,1
9.635639,0.107206,3.297294,1
1.231573,4.790108,6.678302,0
2.564018,2.172639,5.509469,0
4.747172,7.158319,7.505687,1
0.575661,8.758534,7.484089,1
3.65206,8.381176,9.695255,1
9.486807,7.012079,1.903487,1
2.558652,4.490679,3.384007,0
4.217948,7.271019,4.951162,1
8.125712,0.510962,8.824318,0
4.447105,4.835232,9.497447,1
3.489434,4.557609,0.477594,0
4.857807,5.067502,2.223884,1
6.044293,8.882749,7.729867,1
2.352932,3.572638,1.455722,0
9.095421,9.532276,6.175304,1
9.188098,1.269189,7.785867,1
4.420861,2.549057,9.769752,0
9.995936,8.813653,3.613535,1
1.949201,5.720618,1.003605,0
7.315078,0.804884,7.947309,1
3.33424,7.489318,6.551709,0
1.650334,5.699679,2.085515,0
8.632849,5.430076,9.627911,1
8.618175,4.104485,5.401414,1
1.463171,0.554129,0.098017,1
9.560673,8.855851,7.382762,1
9.444107,5.947245,0.262213,1
9.400665,7.549769,1.480682,1
4.435716,8.430563,3.426487,1
1.615613,0.15117,8.220201,0
8.920453,3.774092,5.704163,1
5.747761,2.333807,9.150446,0
5.911712,5.249332,4.825283,1
0.656588,8.934209,5.969557,1
7.277472,5.067701,3.371357,1
8.391336,3.908158,2.581189,1
2.722085,9.519807,3.10599,1
1.949069,3.696183,2.438513,0
6.691641,0.996095,3.615739,0
9.663105,7.014063,4.095959,1
3.565287,6.399299,9.103064,1
8.860947,6.657515,4.111935,1
7.304468,8.166913,3.132828,1
3.91438,3.439679,4.011867,0
3.066341,5.335623,9.036768,0
0.96915,5.252818,2.134634,0
5.684031,3.041726,3.80672,0
6.84709,3.905576,4.003201,1
6.608454,6.264811,0.834408,1
7.046153,1.408501,6.236634,0
8.495484,3.998269,0.025286,1
7.424017,2.388455,3.46261,1
6.043311,2.818618,9.855964,0
3.463564,7.50944,6.454816,1
6.048813,5.231341,2.114063,1
4.113126,9.948932,4.669513,1
2.17497,2.687013,1.404463,0
2.943229,9.756661,4.81491,1
4.83987,8.663103,7.359353,1
8.739614,3.730713,5.875524,1
7.000855,7.668741,7.255816,1
8.721589,1.161215,8.664978,1
5.954462,4.340664,3.679889,1
3.760831,0.512518,5.619528,0
2.423572,6.933466,1.64667,1
5.561261,8.593528,6.966641,1
1.12101,2.839348,8.02942,0
9.938563,0.293059,1.633616,1
3.05545,5.953336,8.405265,1
2.850983,3.37787,2.005359,0
7.363675,1.207138,0.13356,0
4.115327,3.023133,2.829233,0
2.317997,0.151878,2.988449,0
3.231591,5.445197,0.741592,0
2.415559,9.172303,4.191091,1
6.314099,7.258139,8.528035,1
0.585605,3.4861,6.783329,0
8.497995,4.598171,7.368556,1
3.897099,0.34433,1.594719,0
9.601186,5.785033,0.511112,1
2.297851,5.178505,9.823545,0
8.215109,1.777611,8.498595,1
2.824793,3.348745,1.932027,0
0.916535,0.111887,4.254707,1
7.418299,5.518928,5.700524,0
7.809996,0.368098,4.960317,0
6.105487,1.965509,2.593951,0
5.730514,8.024003,0.964657,1
8.865755,9.779024,0.349259,1
0.910605,2.957547,3.044523,0
3.363671,3.792019,1.095247,0
5.717942,9.74813,2.197871,1
4.472037,5.892272,1.377017,1
2.318006,2.105585,5.676682,0
8.665595,2.727124,9.602307,0
3.401214,4.21699,5.405582,0
3.565687,8.233623,3.766022,1
7.248162,5.006066,9.188625,0
5.072842,3.068871,5.155393,1
1.519389,0.873443,5.367262,0
1.146316,7.214121,9.434584,0
4.19961,4.412214,5.664936,0
3.945933,4.507806,8.54102,0
3.016991,4.825261,7.166375,0
0.384032,5.179064,9.657179,0
9.984754,6.395837,1.159903,1
5.015006,7.194274,3.847,1
3.896962,4.560767,8.957796,0
7.926015,6.090085,6.188778,1
0.03155,1.620577,6.90517,0
4.837788,4.406978,1.853159,1
6.147777,2.06722,1.214406,0
4.252288,7.902747,6.163464,1
0.934894,7.535952,6.542238,0
6.666924,0.19588,6.433838,0
3.957903,2.352004,4.595476,0
3.751885,2.076484,1.140385,0
1.20182,3.055637,1.610024,0
1.596545,6.993438,1.017959,0
8.507744,5.129439,7.075134,1
6.487788,8.396779,7.244473,1
8.874528,7.024684,2.237642,1
6.303914,4.046499,9.371488,1
8.488651,9.866802,5.289292,1
9.52131,0.997108,0.881982,1
9.953373,7.798418,4.0109,1
3.264036,0.410621,6.760472,0
1.481066,0.246813,9.948356,0
9.528075,4.739578,1.309968,1
3.518806,6.683527,3.036379,1
3.735117,4.947488,0.823411,1
8.081792,5.070319,5.766514,1
5.502966,2.065335,6.94698,0
8.511145,1.169144,2.598717,1
3.768889,4.581031,6.811684,0
5.103216,6.013534,2.36734,1
6.240974,9.464456,9.550491,1
4.47237,7.469648,3.445334,1
7.14523,3.981841,0.627059,1
0.396793,4.745404,6.824807,0
8.740958,0.268236,5.895013,1
9.001331,7.356628,9.087177,1
0.359066,8.522245,2.539016,0
3.996334,8.289479,3.249657,1
8.566488,4.43503,6.771729,1
8.295027,6.488007,5.451803,1
4.32633,0.650845,9.202462,0
8.099333,4.185308,8.476047,1
9.380572,2.520909,6.484466,1
4.291655,5.63131,7.597501,1
3.739665,7.229496,5.714731,0
2.271453,8.084404,8.399363,1
2.819113,7.78953,5.223537,0
1.882137,4.702555,5.345343,0
0.683062,1.633976,0.400551,0
3.334552,9.745781,1.65764,1
5.188142,4.703153,7.946395,1
6.728671,5.45291,6.249479,1
8.149625,3.304309,9.160423,1
4.211526,0.370043,6.785409,0
0.056972,7.887791,7.185322,0
7.520007,1.596603,5.880775,1
2.506321,9.931416,1.697618,1
9.666944,7.772369,3.16094,1
9.3223,7.244615,4.21702,1
8.399157,4.787586,1.118342,1
9.302209,3.117165,6.532297,1
2.379438,5.202969,8.535617,0
1.704237,2.668665,0.398384,0
5.423831,7.722386,6.073146,1
1.704404,0.535828,4.304339,0
4.500532,1.500782,9.349146,0
9.098214,6.507723,0.667087,1
4.53206,3.072314,0.758206,1
4.557677,0.681706,3.74917,0
9.422402,5.310693,4.984476,1
4.63851,8.521334,8.336922,1
2.656901,3.18267,9.069249,0
0.486278,7.458786,1.588353,0
8.634892,5.568717,1.779588,1
2.561405,5.44244,8.871427,0
7.170345,4.235545,0.119354,1
3.624584,2.550615,8.034161,1
7.304932,3.191099,1.73204,1
5.926538,5.829454,2.928313,1
3.067217,2.365858,9.203292,0
0.253536,7.236492,5.208345,0
5.199308,7.044307,6.628082,1
0.425435,5.216197,4.985295,0
8.974509,1.464871,3.571292,1
2.643574,6.600731,8.473247,1
5.180331,8.863746,6.273463,1
8.317399,7.478119,4.284645,1
3.250922,0.523861,1.2034,1
8.730512,0.090441,5.458003,0
2.662414,4.591327,7.729229,1
3.643853,0.487127,9.597871,0
0.03547,4.520991,3.082958,0
5.221704,5.212601,2.130608,1
5.681479,1.934988,4.776026,0
0.825181,4.072932,0.025649,0
3.574755,4.196896,1.867222,1
7.318129,1.823962,2.95556,0
3.191201,5.469691,3.90979,0
7.945572,7.197538,9.063784,1
5.710029,4.792592,5.942192,1
9.643693,9.385126,6.361074,1
8.405606,3.897411,7.783298,1
1.047361,4.407231,9.630208,0
9.038388,4.985419,8.342448,1
2.381137,7.341357,7.062602,1
9.394055,6.608415,4.673991,1
3.677962,1.106113,4.666996,0
2.562125,2.430595,5.727085,0
3.833158,6.077326,4.658177,0
4.62072,0.826597,1.394669,0
8.407796,2.882983,7.083244,1
9.119448,3.515751,0.350646,1
8.296738,2.910605,0.641367,1
1.974333,6.079913,1.749805,0
6.927799,4.568317,8.083664,0
9.412121,5.416982,9.512837,1
2.212557,4.915734,7.936656,1
2.006186,3.840154,2.6258,0
3.124086,8.56124,4.122168,1
4.316043,9.666042,2.017994,1
5.459073,5.826828,0.230904,1
9.496379,0.736045,0.604765,1
0.214651,0.152617,3.224075,0
8.102924,5.862419,6.980068,1
1.985081,5.337576,2.544766,0
0.997882,4.90817,2.904958,0
2.955032,7.492672,7.808442,1
6.78898,0.268055,8.498682,0
6.060206,4.059729,5.929516,1
8.592078,7.606252,1.547685,1
5.139908,1.558538,1.734023,0
8.298722,7.468882,3.361297,1
9.172649,9.838417,7.079418,1
7.767053,1.577345,1.811807,0
9.387538,4.40727,8.863374,0
5.19545,3.452963,4.130553,0
4.138028,1.771173,7.615414,0
0.021243,6.258607,2.953133,0
6.383058,7.813624,6.386838,1
2.382457,7.18509,3.400436,1
0.674,8.018723,9.705318,1
2.844218,6.70156,4.953835,1
5.25795,7.349004,5.114997,1
9.529978,8.728941,5.000217,1
7.33372,2.059861,6.682359,1
5.044142,5.517638,5.893883,1
2.78182,2.793577,3.72689,0
