@relation 'RTG_non drift generators.RandomTreeGenerator -r 0 -i 0'

@attribute nominal1 {value1,value2,value3,value4,value5}
@attribute nominal2 {value1,value2,value3,value4,value5}
@attribute nominal3 {value1,value2,value3,value4,value5}
@attribute nominal4 {value1,value2,value3,value4,value5}
@attribute nominal5 {value1,value2,value3,value4,value5}
@attribute numeric1 numeric
@attribute numeric2 numeric
@attribute numeric3 numeric
@attribute numeric4 numeric
@attribute numeric5 numeric
@attribute class {class1,class2}

@data
value4,value4,value3,value3,value4,0.2304323942160561,0.4432750767922746,0.03326610845072331,0.5082102938932649,0.5304067699062717,class1
value4,value1,value3,value5,value5,0.9225506587803253,0.8981258432024356,0.36692809921917713,0.601404270849826,0.6282857395034602,class1
value5,value5,value5,value1,value1,0.20523293024874967,0.005232669776093712,0.9490798381090623,0.6288965106544108,0.46559806514046087,class1
value4,value2,value5,value4,value2,0.5316667900739764,0.1901191006155638,0.6293872641968078,0.23737831630415007,0.4960074032241557,class2
value2,value1,value5,value5,value4,0.5062589542064209,0.7652760924516503,0.9267554937565432,0.4586355239795288,0.5836233760474411,class1
value4,value4,value4,value1,value2,0.21429252591425685,0.4214849779060351,0.23971332996451455,0.3912383271292621,0.020803768183622062,class1
value4,value4,value5,value2,value4,0.8355210089631566,0.37695869486959444,0.9037560445409912,0.09132898438605508,0.3855776683328207,class1
value3,value5,value3,value2,value3,0.9257845956019399,0.12821707521333714,0.5007894344595147,0.5333227918827208,0.7566353978564736,class2
value2,value4,value1,value3,value5,0.33638124097288225,0.903801351038055,0.9697768566505367,0.7362511937935107,0.745937263150793,class2
value5,value1,value5,value1,value1,0.23594446107630251,0.963758245538146,0.32824170763326654,0.6605042745234152,0.4110719009135605,class2
value5,value3,value4,value1,value1,0.754562079982422,0.7533306523190377,0.8408664060978608,0.4955358732079288,0.616190378784789,class2
value2,value1,value4,value4,value3,0.47342925682789305,0.7798846191176251,0.5046691472037693,0.4477757843325504,0.3702481807488408,class1
value3,value2,value1,value5,value1,0.4774171256682428,0.4943204367396561,0.7873648272086692,0.5284128773049006,0.21887804273092293,class2
value2,value1,value5,value4,value3,0.08390803040215167,0.39233051318531187,0.20973768963391748,0.6238105903178535,0.7332994281291266,class1
value5,value4,value2,value1,value5,0.3372593523695696,0.0797065403005377,0.6822624968964083,0.038741450517084,0.9773414624578745,class2
value4,value5,value2,value3,value2,0.05094952583405177,0.60031628610316,0.6928004372372827,0.5576532076984657,0.49578124642244636,class1
value3,value4,value4,value3,value2,0.007785213082809217,0.08505339497683373,0.8754076376801468,0.8390255336006595,0.8611497264150256,class2
value1,value1,value4,value3,value5,0.6887635487738011,0.007501181669558377,0.7547953474024851,0.49856715928710904,0.7114165755407833,class2
value2,value3,value2,value1,value5,0.057023442185060946,0.8181863851111634,0.8279584416208966,0.5341759843330163,0.7334044890737874,class1
value1,value1,value3,value1,value4,0.8732781391528156,0.5270893249724267,0.7476058658520156,0.8036614714628201,0.4510410788464624,class2
value1,value3,value2,value1,value4,0.3897753457931352,0.3147258298101743,0.09346296146409017,0.258584237094999,0.028869027317522833,class1
value5,value5,value4,value2,value1,0.37893687777572305,0.0758567942459869,0.5047078063453868,0.7303666200237178,0.9713660378057205,class2
value1,value1,value1,value1,value2,0.10168178526880012,0.9655332171768374,0.9254205073102182,0.5933216782271522,0.9445254786490845,class2
value2,value2,value2,value5,value2,0.13273227776272056,0.541691626219073,0.06580336243314644,0.5985109195816503,0.9938290332501026,class2
value1,value5,value4,value4,value2,0.15528820923470543,0.5120740565445737,0.21529638696382591,0.408967413496672,0.22493608171747892,class2
value4,value2,value2,value3,value5,0.3163339817264671,0.8764415182174146,0.12396866977730459,0.7708722401807456,0.5513887224203574,class1
value2,value2,value1,value5,value3,0.040450669865424116,0.7460346156533575,0.6989906771772623,0.15888235271129447,0.34081067265341625,class2
value3,value2,value3,value4,value3,0.248490219036669,0.6516722227057826,0.5192433931248324,0.11623723779472162,0.4751461308176338,class2
value2,value4,value3,value1,value3,0.4770902949101741,0.03750055334936464,0.9031414758246445,0.9502733082035439,0.6872961299755445,class1
value1,value3,value1,value1,value4,0.7953265823354226,0.7962576192513103,0.28616182981556537,0.5539778510090526,0.7767461332298939,class2
value3,value3,value1,value5,value3,0.8703381127849421,0.582429030615622,0.6659172358379981,0.439015973878629,0.9052424417027843,class2
value4,value1,value3,value4,value4,0.3652545070332476,0.42380479009962646,0.884638418046546,0.14803845357894696,0.4746914412952853,class2
value2,value5,value5,value5,value5,0.9281751783918579,0.27212180738038205,0.0774279567924655,0.35333935561085994,0.11601479329510511,class2
value1,value4,value2,value1,value5,2.204028494422472E-4,9.051644565322148E-4,0.7743565737971079,0.8475804930536036,0.6106968882256671,class2
value1,value3,value1,value4,value3,0.7306172858959319,0.06737952431326344,0.6547023702520132,0.11054139843677568,0.11722276822829969,class2
value5,value2,value4,value2,value3,0.5806347730301464,0.5235950041014429,0.8982608500665409,0.9681895499589298,0.512101611107524,class1
value4,value1,value1,value4,value4,0.9204554253182481,0.8663039883301165,0.4141951374788919,0.2977160045919769,0.3301876430373417,class2
value2,value4,value4,value5,value5,0.2278864772190119,0.9832275228762479,0.43575624923477485,0.9102781552844341,0.0994530435576404,class2
value1,value1,value5,value1,value1,0.8525767459435122,0.042410847869763346,0.5574112345995454,0.6229161250590791,0.09417192419537423,class2
value5,value4,value5,value4,value4,0.8972814975758314,0.18513981662540868,0.9172789000620434,0.858419482314067,0.27944884126312,class1
value1,value4,value2,value4,value1,0.737444188123084,0.31461810824302927,0.8451429152951561,0.9423825202552407,0.3759034651564994,class2
value5,value4,value5,value2,value5,0.6424048967587292,0.6438005201594148,0.9686558085123607,0.4689327206165641,0.8923566517161001,class1
value1,value3,value4,value5,value4,0.14397333205546747,0.7526498509845277,0.4411938881353664,0.8983166066923912,0.1902058822989081,class2
value1,value4,value4,value5,value2,0.4207848926913659,0.613582518735833,0.6673431576876326,0.9595709658448278,0.3006776696562945,class2
value2,value4,value2,value4,value5,0.18011229825988861,0.48732291577242626,0.7971841299398481,0.3113691554425633,0.9533160048147773,class1
value3,value3,value5,value1,value3,0.475055360350901,0.43999592071813265,0.42856419109386523,0.9904557344273526,0.3335806420473605,class2
value3,value5,value5,value2,value3,0.41320741703296626,0.9554109484706276,0.5009038725793293,0.14805272488774124,0.9695641530813279,class1
value4,value3,value4,value3,value2,0.6127020620309268,0.7728960835886252,0.10934015898981231,0.6712313061331625,0.6530502064407603,class1
value2,value2,value4,value2,value2,0.6863885700797576,0.7647219697289497,0.18574039883525817,0.24903908750939197,0.5812678616383755,class2
value4,value4,value3,value4,value5,0.9003610288617826,0.935046604843636,0.20734213599571016,0.7573861132053382,0.6290930248979362,class1
value3,value2,value4,value5,value2,0.07131302662561545,0.9993139499588971,0.8240809118131124,0.7331025671817439,0.6035048925168633,class2
value4,value3,value3,value5,value5,0.8865488381823563,0.14404078741412263,0.07177239529730395,0.9160199943704398,0.21729261729671168,class1
value1,value1,value4,value3,value5,0.2778473879671306,0.46914649744328774,0.174531359949883,0.42481246575549725,0.618139446233184,class1
value5,value2,value4,value5,value2,0.08859404536016258,0.8367992542543325,0.9989585462268761,0.0017223338026675084,0.7301246162391334,class2
value3,value1,value4,value1,value5,0.14888270671354076,0.29824837446789465,0.2658019471412617,0.41742409873666786,0.36255750059852954,class2
value3,value2,value3,value3,value5,0.851824644049739,0.9591231374361259,0.6457701790563791,0.7849138968077474,0.11187498749114955,class1
value3,value1,value4,value2,value4,0.8564121104069462,0.43336239972889823,0.5992860165080829,0.5336826759448525,0.6633313551337763,class2
value3,value1,value1,value4,value4,0.6855067090330603,0.31129486932901285,0.6494308371436875,0.6068001739879553,0.026516774303412483,class2
value1,value4,value3,value1,value1,0.3028803923828658,0.45052190960348293,0.08247083558181234,0.2869306316292345,0.9454234637552907,class1
value4,value1,value5,value1,value4,0.5876338724565608,0.2793548841309418,0.02591494928423199,0.7398308152061764,0.4394718230864688,class2
value3,value3,value2,value5,value3,0.6031858913206766,0.5817399835489261,0.9980658278742547,0.4604616792099132,0.39006728087532394,class2
value5,value2,value1,value1,value1,0.02625376798150092,0.13447270346297346,0.575000776720219,0.8764058324397488,0.6915450204889407,class1
value3,value1,value5,value5,value3,0.8221615990464695,0.006738060634775667,0.27336509880866566,0.4340150931224448,0.33992158188421184,class2
value2,value3,value2,value4,value4,0.40561183797942824,0.5385664621298444,0.2723714212078093,0.07299595980741802,0.07877105265286677,class1
value4,value4,value2,value4,value1,0.5139647755229639,0.11378594518348517,0.030522822107188263,0.8001451095756569,0.0314435350258625,class2
value1,value2,value3,value4,value1,0.12459080032527514,0.673535787303738,0.6968084509420089,0.989291241391555,0.5924337477357704,class2
value3,value2,value3,value2,value1,0.36202055692782575,0.6885062563832324,0.7339122856646897,0.9960689146181053,0.9230354127753706,class2
value4,value1,value3,value5,value5,0.25591326928892144,0.8168400966436157,0.5606651847430022,0.40957976682242414,0.012936912925442523,class1
value5,value2,value1,value4,value2,0.2941332268912762,0.28521922538381217,0.9455871706447961,0.7863380665681422,0.44163552109878745,class1
value3,value3,value5,value4,value1,0.059416033547252,0.007100626246690167,0.20432793571273555,0.8231956145370498,0.40299605927664506,class2
value1,value2,value4,value2,value1,0.6231955376067818,0.6815323876640806,0.4768340139106917,0.6547247010229709,0.7335646641860673,class2
value3,value2,value3,value1,value1,0.7761093756180079,0.9344388816993673,0.7390618902298431,0.9377887844841254,0.03956661642795767,class1
value2,value3,value4,value1,value4,0.8914009355906781,0.3806535039779657,0.7743246338441216,0.6409285525551426,0.37607004986492,class1
value5,value2,value2,value2,value3,0.024387940483722725,0.8613149669216047,0.34256943897713255,0.33463166241236864,0.7987165772178717,class1
value2,value2,value5,value1,value3,0.5498366849811258,0.5578859475698806,0.9524455245870566,0.47809887892997205,0.6837114221518429,class1
value3,value4,value1,value2,value1,0.6889746030070937,0.3054399507738431,0.21603843700611636,0.8029607032557001,0.7701706309257826,class2
value4,value4,value1,value3,value5,0.18950424747194738,0.49947939912960493,0.29394008276108796,0.3721156494545783,0.7307185363592011,class2
value5,value1,value1,value3,value1,0.5253950422280322,0.7906726727980352,0.285349879844786,0.030202373903968294,0.0490937667567104,class1
value1,value3,value4,value1,value2,0.948703734478679,0.8695785698882441,0.2578862156977295,0.3580351036328153,0.7911204480230077,class1
value1,value3,value1,value3,value3,0.9512079844934327,0.5010274416421923,0.30979174339491666,0.8000787706584411,0.6361865803611343,class2
value2,value2,value3,value2,value5,0.7502249194150953,0.4524468260621939,0.10141844862512872,0.599844227360517,0.4133805172878988,class1
value5,value5,value1,value3,value4,0.06464661906216684,0.9221657598753235,0.7714860382749212,0.8450788937081921,0.6629887565327983,class1
value4,value3,value3,value1,value4,0.05741390826985693,0.5546835324818933,0.11160832687299704,0.9545393995730658,0.9207959073234535,class2
value1,value5,value2,value1,value2,0.5428853969919131,0.3288347538080132,0.5879893280024997,0.5301764891953884,0.3813107133044201,class2
value3,value2,value5,value3,value1,0.7649187719871486,0.8448330454266145,0.5317519990334267,0.5473939653229568,0.11019150473752803,class1
value3,value1,value4,value4,value1,0.9955393718129643,0.03645062822784606,0.8521392924755635,0.9593769441525724,0.0027875830033569082,class1
value4,value2,value4,value2,value4,0.3263807229870609,0.9231144761935721,0.46316884634070454,0.3159191278399749,0.621656088277058,class1
value4,value5,value2,value2,value4,0.7905090962173427,0.41849112952086,0.4607882706670694,0.48492004111266374,0.866386891297685,class2
value2,value5,value1,value3,value3,0.4596042522660312,0.24142166927268016,0.6961422815689274,0.6094200681172838,0.8892748706926593,class2
value5,value5,value1,value5,value3,0.9725563212193021,0.12849847269250692,0.9321855445395364,0.4102763218563733,0.5219407801568643,class2
value2,value3,value1,value2,value3,0.07502279877680684,0.16627851989278797,0.5727274987538095,0.3606284958569854,0.25437031368370433,class2
value1,value4,value5,value2,value5,0.5304202698914069,0.342944873893279,0.33716415409745926,0.8216794219119894,0.24498383300683513,class2
value4,value1,value4,value2,value5,0.34833140069985735,0.8416638082089951,0.7494009474858738,0.07862129578629096,0.6404976982523819,class1
value5,value5,value4,value1,value5,0.7554645518921775,0.39325835545862775,0.43971738625301493,0.3954658486763256,0.8543477803170823,class1
value5,value1,value5,value3,value2,0.2701065514862113,0.44691477564123705,0.12750825124248089,0.45989672725985875,0.049019659109998504,class2
value1,value4,value3,value1,value3,0.5614486984270108,0.0253997212382453,0.15931127458545402,0.6669486528118205,0.9087529252400507,class2
value3,value3,value1,value3,value4,0.8161937278240219,0.997571290759768,0.1317941381109382,0.6082715989606245,0.1851029938126778,class2
value3,value4,value5,value5,value4,0.8040687226654386,0.7615689014720542,0.37580418095926527,0.6823761682639174,0.7964189998316785,class2
value3,value1,value1,value5,value5,0.21931701791571268,0.6656845565948181,0.24605387809116597,0.08266184491028405,0.050890531743694845,class2
value3,value5,value1,value4,value5,0.69525082995413,0.9548831608587417,0.6596790829318708,0.7142487156377162,0.44719851908025887,class2
value5,value5,value2,value1,value5,0.2635028178600499,0.07370438220138154,0.08694490848888026,0.7133189565537971,0.26036326296563983,class1
value3,value2,value2,value1,value4,0.662693616099301,0.282165396592743,0.6785085526318818,0.7300637356377686,0.9736749392260988,class2
value1,value1,value2,value3,value1,0.7273054154595798,0.8220378335875803,0.07199831230932163,0.09931588925463186,0.1425721291734161,class2
value2,value1,value2,value2,value5,0.20096612993846674,0.7285098815601413,0.47935762060490594,0.2857104546578597,0.03399122733669058,class1
value3,value3,value2,value5,value1,0.2932285687733661,0.9540407201747824,0.2116663696326171,0.2102314883871529,0.8604959571389875,class2
value5,value4,value2,value2,value1,0.1732296114502614,0.34328180668092456,0.5748322536732601,0.8607924977075415,0.920498019339747,class1
value4,value3,value2,value1,value4,0.20989114340266157,0.45045180854061717,0.5782747994342401,0.9908262942866592,0.7370881530357372,class2
value1,value2,value5,value2,value4,0.6406083366376074,0.8712314148820557,0.5061481234910261,0.32333826986419334,0.6306737442788013,class2
value5,value1,value4,value2,value5,0.37110831230186625,0.05489797584952971,0.23265791624794807,0.5912350294752258,0.8234416707836671,class2
value5,value3,value1,value5,value2,0.9596782086539212,0.6600426675081813,0.7325573860622744,0.8724559709309255,0.4680840132303452,class1
value4,value2,value3,value3,value3,0.3745264783383875,0.24061330324993002,0.42552138620436053,0.0868464601723753,0.0710249766154335,class1
value3,value1,value5,value2,value2,0.5078874186754654,0.26696955775388775,0.7687623074322335,0.43231495058347713,0.5996762732829247,class1
value5,value1,value4,value1,value3,0.8375080310827318,0.10115788375669532,0.07514914731793654,0.2823850747318748,0.4306421766043176,class1
value1,value1,value1,value2,value4,0.8302474443464725,0.25146789544724346,0.19856041577168237,0.8189998423195823,0.8225670903596438,class2
value3,value5,value5,value1,value3,0.5556659828677256,0.5721604018208398,0.464664058660487,0.6317558310623952,0.7738761892467512,class1
value5,value4,value4,value5,value3,0.8926861176167953,0.928085624493649,0.7150685015679056,0.8773234381922043,0.32498771181042874,class2
value3,value2,value4,value1,value3,0.7672188769434405,0.49390489652134795,0.645482196690941,0.8917810670658448,0.8299587920894099,class2
value4,value3,value1,value4,value1,0.9766177219647022,0.09522603869664459,0.5056717894417141,0.6838270503813217,0.9104102137058584,class2
value5,value1,value4,value1,value5,0.3307955647871058,0.10124932687181487,0.1973565079648072,0.13184040194421776,0.019831744230207393,class2
value2,value2,value4,value4,value5,0.6948258110094583,0.08958702482767977,0.13390060310872487,0.6432973753915144,0.25549703773011045,class1
value5,value1,value3,value4,value2,0.732305644912561,0.6547257352564291,0.5083253204251137,0.49326071663624793,0.6060047738999054,class2
value4,value4,value4,value4,value4,0.39234527160665233,0.5029052442654032,0.4279822427849237,0.38255135790420747,0.40603244696549434,class1
value5,value4,value3,value4,value5,0.05942064384766599,0.6268840186224501,0.1476069862209155,0.11007600562699338,0.7851019964576985,class1
value1,value4,value1,value4,value2,0.9745571171565482,0.6436357766156711,0.7003029632908473,0.4207208079072887,0.08968918302045237,class2
value4,value1,value3,value5,value2,0.15767886670810405,0.8231669406550025,0.8241196280545593,0.7755830327813089,0.9724686695984112,class1
value3,value3,value3,value1,value1,0.3586896542222239,0.3990320148627251,0.1929767716772115,0.9300438004246608,0.06872943550389232,class2
value5,value4,value4,value4,value2,0.8905147759335434,0.49842718654262785,0.32638152939012643,0.23662532419645987,0.7260579083754439,class1
value2,value3,value1,value5,value5,0.5457846197811285,0.9289966101827074,0.6537040947467652,0.8158922756760832,0.2096807051810905,class1
value3,value1,value4,value1,value2,0.41240596954430264,0.9414446762266739,0.9072688438527278,0.3152752744678503,0.12189136745296292,class2
value1,value4,value4,value1,value3,0.2785131721950459,0.9307396186081556,0.3432038745984406,0.837997660604809,0.38055691929715263,class2
value1,value5,value2,value4,value2,0.21539193241788424,0.6701680911102255,0.44546383584967686,0.32199267676854393,0.8838414438603795,class2
value3,value4,value5,value5,value2,0.2556392700271721,0.6061156021536062,0.39978238265311283,0.6686501221648298,0.7180214423459088,class1
value5,value2,value3,value2,value2,0.6544435743065896,0.25104401559502776,0.5636504523258951,0.0852037646963808,0.8736193703993655,class1
value1,value1,value5,value4,value3,0.49624972253482735,0.17112692667140605,0.2524325893467715,0.4406048505308756,0.0691813057702304,class2
value1,value5,value2,value4,value2,0.6286618705945396,0.8917903359377201,0.14897739146848843,0.9739626232905765,0.7168802438415176,class2
value5,value1,value5,value3,value2,0.8367806036661234,0.325498012041165,0.4739611048909047,0.08099148250999422,0.7246540899939029,class1
value3,value1,value4,value2,value2,0.4543819545705021,0.3003118405855171,0.819797017322236,0.6071364635173175,0.1534512448014823,class2
value2,value3,value2,value2,value1,0.9900980491000988,0.019090249718766827,0.710356203230506,0.11664560550803693,0.5418285976035602,class1
value2,value1,value3,value1,value1,0.06021347455148185,0.2819796510058591,0.6567118780821452,0.8065192945335518,0.005529959512910909,class2
value4,value5,value4,value2,value5,0.2247497596981508,0.7257785072169843,0.8536836330819214,0.41375318650831827,0.7381669622908239,class1
value5,value2,value4,value5,value4,0.43622901760294586,0.20588898277937662,0.7274798941481567,0.39607080128910754,0.12136684604630577,class2
value2,value1,value1,value5,value1,0.22425487571186442,0.8247593101416357,0.21169284575447,0.44748074300401364,0.9673282031779928,class1
value4,value1,value2,value1,value4,0.7007692748946217,0.8625240305679138,0.9630943321463372,0.035815593871395324,0.5888433825131616,class2
value1,value1,value3,value1,value2,0.6816887992196984,0.8660416304965877,0.7658795804992808,0.9358802677680335,0.9211356799003283,class2
value2,value3,value2,value4,value3,0.2708905378229275,0.19357040060912434,0.937716640379257,0.7622558185791831,0.14858855295583884,class2
value2,value4,value1,value1,value3,0.8137387569823473,0.2875107715247116,0.1327011435992037,0.5551042067801969,0.18867118020589135,class2
value3,value4,value1,value4,value4,0.7415679244284753,0.3377510942193117,0.20403307517770874,0.5512261975869037,0.04257763185339658,class1
value3,value3,value3,value5,value4,0.5115465442794913,0.9391257681560307,0.035221662080608285,0.14947949870557653,0.5319284283185549,class2
value4,value4,value3,value3,value1,0.8808651381646013,0.870028212929403,0.6180791805419138,0.8533701728182312,0.903364342855423,class1
value3,value2,value1,value5,value1,0.5886086501659782,0.959622833408598,0.9102468730592008,0.9574518494554044,0.5911788813211784,class2
value1,value4,value3,value4,value1,0.3486382666613119,0.15406045089980813,0.32004110262962804,0.1642364893850662,0.6347277993455214,class1
value5,value4,value4,value1,value1,0.06414261023005552,0.26027784150130895,0.4596487383671277,0.7484151587796958,0.4747341868882562,class1
value3,value3,value3,value3,value2,0.3121795649502599,0.0342582216454248,0.8266427542923126,0.48832711190624534,0.7169451940426627,class2
value2,value2,value1,value3,value4,0.8014742111827454,0.34160808458602676,0.5120681883697881,0.6863221398470573,0.800878413020777,class1
value2,value2,value4,value2,value1,0.9917781116435357,0.4410536315825223,0.5214900656678834,0.6294348124522394,0.7792173279397822,class1
value4,value1,value5,value2,value1,0.751663696139137,0.35693380521665363,0.40582686484101516,0.18009382627903436,0.5675197713934349,class1
value2,value4,value1,value2,value3,0.41053314372051475,0.5494670660729315,0.5543999625229376,0.7941430995563872,0.2072935049634569,class2
value3,value4,value4,value5,value5,0.5523230988397569,0.3456249074687594,0.8051123557050782,0.4851840180201077,0.7504507129619982,class2
value1,value5,value3,value2,value4,0.5299706578741346,0.9531336955403205,0.8484102204140931,0.22459639435600964,0.8133599999794537,class2
value3,value5,value2,value5,value3,0.008705450684085458,0.07578296220451275,0.6842431868415091,0.39762784986327104,0.8877624843506301,class2
value3,value5,value3,value4,value2,0.8211609876589389,0.2696322472682485,0.5642580744683663,0.5810768073317014,0.987520057115137,class2
value4,value2,value5,value1,value4,0.5049226676886782,0.5235039902955058,0.09195325141149424,0.1603300153203453,0.3794752936502448,class2
value3,value4,value2,value3,value3,0.8351637361229397,0.341600313325055,0.8451612339677146,0.5545681897971912,0.04818591365294955,class1
value3,value2,value1,value4,value3,0.2551045068843183,0.09469744501615573,0.10886160144218104,0.4379563739765616,0.513648653284502,class2
value4,value3,value3,value3,value4,0.3936060398765977,0.8917406628363039,0.7570061596700742,0.43604943238165206,0.6876928979821446,class1
value1,value4,value1,value1,value3,0.9333366294051206,0.2700937188589394,0.840413505586042,0.5416649835961118,0.48183972333722225,class2
value1,value1,value5,value1,value3,0.2160770059542091,0.5947477012452584,0.8061535693701439,0.7995449229513151,0.4649224239614219,class2
value1,value5,value3,value3,value5,0.6306636639053487,0.9985203752076262,0.9589713684168537,0.312809465296377,0.7113585618479734,class2
value2,value2,value3,value1,value4,0.4003218277426731,0.010720968356360716,0.8104199058840784,0.5717949463354094,0.5906559128859907,class2
value4,value3,value1,value5,value5,0.4062509484649023,0.5069582093933929,0.022556690943773883,0.6331573849716305,0.9731795292886665,class1
value5,value3,value1,value3,value2,0.21834200227555145,0.9991927148740979,0.4435805188807367,0.7149086369695326,0.1724406622093908,class1
value4,value2,value3,value1,value1,0.3954648210996863,0.11492631108681417,0.7521630279246903,0.5225712804591599,0.3663293821633832,class2
value4,value5,value3,value5,value5,0.018101379389894978,0.4496826121081339,0.10388080230156693,0.9152376914237818,0.9023780607637003,class1
value4,value1,value1,value1,value5,0.6285228569628248,0.5839648761836154,0.09700095613339244,0.9337568131369209,0.9190132905688071,class1
value1,value3,value5,value3,value3,0.24654696320297564,0.5709094980273047,0.16717426483350883,0.2690015878779609,0.3002966815461392,class1
value5,value4,value3,value2,value1,0.6836727001987366,0.8722906478141189,0.39027786366727446,0.5139500186759599,0.37913756416041267,class1
value2,value4,value3,value1,value3,0.8294062838233255,0.9679846326724649,0.6538107693663139,0.8636057337112899,0.13203945151616203,class2
value3,value3,value4,value2,value4,0.2982219725231807,0.18685322836281237,0.40073299734231693,0.29540292754488295,0.8806567488122828,class2
value3,value2,value5,value4,value2,0.8317525133000944,0.25988943134002285,0.41905522525482664,0.19830235261489682,0.615464265558513,class2
value3,value2,value5,value4,value1,0.6893159231707824,0.3453022020519023,0.3595817942392181,0.11359471963019363,0.17787368067815423,class1
value1,value5,value5,value3,value1,0.0917933641059735,0.7929849875859767,0.7505298577369598,0.6754887758704219,0.6928368702707853,class2
value3,value3,value5,value1,value5,0.28487080109045615,0.459245874214653,0.9978396984509298,0.18550308568127916,0.6387349904619424,class1
value1,value3,value1,value2,value5,0.6932435103076935,0.888019053911891,0.8779025453684642,0.8971441958193436,0.037701177398546726,class2
value4,value4,value1,value1,value1,0.19812144657099973,0.5023692767007304,0.42906664708606645,0.4409780863205366,0.19348236611738245,class2
value5,value3,value5,value2,value5,0.7222178624516389,0.6415385355035692,0.8698676433278252,0.9255396289752841,0.7070234352641352,class1
value1,value4,value1,value4,value5,0.01893011812833545,0.8113751946369068,0.09427003773542686,0.6386940972981165,0.8277329055606958,class2
value2,value5,value1,value3,value2,0.18853774976810822,0.3850882092448813,0.5244116606131931,0.7313898639085921,0.8428134871632633,class2
value2,value3,value4,value5,value2,0.6805849985595681,0.11502480005410831,0.2953189727197223,0.891438948326995,0.5292636417747703,class1
value5,value2,value3,value2,value5,0.2328213906079074,0.2922753036401252,0.007418926247372504,0.6492765378838652,0.023022878757199106,class1
value1,value5,value1,value5,value5,0.029011616164161813,0.640564935461749,0.24821165730194028,0.24046203619627238,0.9409772934230262,class1
value1,value5,value4,value3,value2,0.46821003444633336,0.45159633310015024,0.9671744299906262,0.9717739810913139,0.6233594096005501,class2
value2,value5,value5,value1,value4,0.3704626879540518,0.28372668186491634,0.13932075834069102,0.38756622732824375,0.47921248713440157,class2
value1,value5,value1,value5,value2,0.7290539618363323,0.6216222836778597,0.9835141189891338,0.286319363557587,0.6529947496227191,class2
value5,value5,value1,value5,value2,0.9439037202887388,0.49760703678078,0.36011064212580446,0.0787798796861271,0.0720485990035401,class2
value2,value2,value3,value1,value3,0.043512500552105204,0.9173783814843489,0.471944176611208,0.3417301269456616,0.6954179523453148,class1
value5,value3,value2,value5,value4,0.984028475586219,0.5737445910062747,0.7822467299193907,0.42430426671969934,0.5326200908403443,class1
value1,value1,value2,value5,value3,0.8921705233442507,0.8420370573957008,0.2359424065550455,0.8286149259766867,0.5997579792613383,class2
value4,value3,value5,value5,value4,0.6602131467375302,0.8378684630921959,0.9368498236696708,0.04671946221506784,0.47107228542617297,class1
value1,value1,value2,value2,value1,0.41105524016883677,0.2595647572431383,0.4593341657302519,0.5346013001994528,0.25516339320665693,class2
value1,value4,value2,value3,value4,0.024890373594552595,0.13316980751729135,0.4180511259631672,0.2273374970448233,0.9867543321015835,class1
value3,value2,value5,value1,value4,0.07819926446673542,0.48097345559132565,0.7577588490153385,0.4613744800207944,0.35567539261744796,class1
value5,value4,value2,value2,value2,0.47907447141732395,0.057383233253535004,0.31007499022258145,0.16825836373212855,0.884709159134175,class1
value3,value5,value5,value4,value4,0.4703067021159274,0.5789334935677733,0.9623209103706539,0.7037253761547191,0.09173744496281866,class2
value4,value2,value1,value3,value1,0.17490152717191476,0.22330092822476688,0.04653078869655669,0.14941564000493412,0.8897362092295233,class1
value3,value4,value3,value2,value4,0.09568868209019643,0.1490526485843402,0.8610398098544078,0.6995385167610643,0.07549554139204229,class2
value1,value4,value4,value2,value3,0.8496580704763993,0.8653390014173662,0.3149412535704693,0.6623686222319703,0.8858963674400706,class2
value5,value3,value1,value3,value5,0.3111077037598927,0.7565998550536144,0.525832298967723,0.7029093529912571,0.42927173901327387,class1
value5,value2,value5,value4,value3,0.7236267840979953,0.9674403522587456,0.1896155258425053,0.8361294213646258,0.2880682681417731,class1
value4,value4,value3,value1,value3,0.30556848505808887,0.0854916120733592,0.4255121418436576,0.5569504481594795,0.5121583161611696,class1
value3,value2,value2,value2,value4,0.4826836433971997,0.44013874759532845,0.6653374776671569,0.33994874511875295,0.19930570269054382,class2
value1,value3,value3,value5,value2,0.36886827088478136,0.07887855138486022,0.13092496118842845,0.9505426329880977,0.6112371894879596,class2
value5,value3,value1,value2,value4,0.6386847800412577,0.0020543811988805727,0.1257554659122032,0.5889369497211372,0.365655193859471,class2
value3,value4,value2,value1,value2,0.708344500969474,0.792148330329453,0.9042366349023641,0.6087889123615466,0.5804835460518426,class2
value4,value4,value2,value5,value1,0.3702673142612827,0.183363742598885,0.7045064713778744,0.1491263947999516,0.90378024506145,class2
value1,value3,value3,value4,value3,0.2581082624039893,0.7420906181334099,0.014693604619540834,0.013718180444660666,0.9493094932432393,class1
value3,value2,value5,value2,value2,0.9507162596387229,0.07574992020638238,0.27420590711437065,0.173541612496949,0.16347089326403252,class2
value2,value1,value4,value1,value1,0.04600335337060102,0.21305428759364642,0.14701256254117367,0.12427949659325688,0.8091433220030833,class2
value4,value4,value4,value4,value2,0.07251581011591401,0.07311653093898407,0.9723571009304659,0.423675326474645,0.40325197675897506,class1
value5,value3,value5,value5,value1,0.8483634923951741,0.8554804098629873,0.2975870910331285,0.024267250674778973,0.4657425995921526,class1
