Start time          	End time            	Location	Type		Place
2011-12-09 01:16:42		2011-12-09 10:49:07		Bed			Pressure	Bedroom
2011-12-09 10:51:56		2011-12-09 10:52:27		Toilet		Flush		Bathroom
2011-12-09 10:52:30		2011-12-09 10:52:36		Cabinet		Magnetic	Bathroom
2011-12-09 10:52:40		2011-12-09 10:52:50		Basin		PIR			Bathroom
2011-12-09 10:54:58		2011-12-09 10:58:21		Shower		PIR			Bathroom
2011-12-09 11:00:13		2011-12-09 11:02:48		Toaster		Electric	Kitchen
2011-12-09 11:00:38		2011-12-09 11:00:42		Cupboard	Magnetic	Kitchen
2011-12-09 11:00:58		2011-12-09 11:01:21		Fridge		Magnetic	Kitchen
2011-12-09 11:01:26		2011-12-09 11:01:29		Cooktop		PIR			Kitchen	
2011-12-09 11:01:31		2011-12-09 11:03:09		Microwave	Electric	Kitchen
2011-12-09 11:09:35		2011-12-09 12:32:57		Seat		Pressure	Living
2011-12-09 12:33:21		2011-12-09 12:42:15		Basin		PIR			Bathroom
2011-12-09 12:44:16		2011-12-09 12:44:20		Maindoor	Magnetic	Entrance
2011-12-09 16:33:52		2011-12-09 16:33:56		Maindoor	Magnetic	Entrance
2011-12-09 16:45:53		2011-12-09 16:59:52		Seat		Pressure	Living
2011-12-09 17:04:57		2011-12-09 17:05:23		Toilet		Flush		Bathroom
2011-12-09 17:06:38		2011-12-09 17:59:19		Seat		Pressure	Living
2011-12-09 17:59:25		2011-12-09 17:59:27		Basin		PIR			Bathroom
2011-12-09 18:02:18		2011-12-09 18:19:35		Seat		Pressure	Living
2011-12-09 18:32:02		2011-12-09 18:32:07		Maindoor	Magnetic	Entrance
2011-12-09 18:48:30		2011-12-09 18:48:36		Maindoor	Magnetic	Entrance
2011-12-09 18:50:33		2011-12-09 18:50:45		Fridge		Magnetic	Kitchen
2011-12-09 19:19:54		2011-12-09 21:04:31		Seat		Pressure	Living
2011-12-09 21:04:37		2011-12-09 21:04:50		Basin		PIR			Bathroom
2011-12-09 21:04:59		2011-12-10 00:16:21		Seat		Pressure	Living
2011-12-10 00:16:31		2011-12-10 00:16:49		Basin		PIR			Bathroom
2011-12-10 00:17:05		2011-12-10 00:46:13		Seat		Pressure	Living
2011-12-10 00:50:47		2011-12-10 09:26:17		Bed			Pressure	Bedroom
2011-12-10 09:35:48		2011-12-10 09:36:18		Toilet		Flush		Bathroom
2011-12-10 09:37:16		2011-12-10 09:37:21		Cabinet		Magnetic	Bathroom
2011-12-10 09:37:26		2011-12-10 09:45:53		Basin		PIR			Bathroom
2011-12-10 09:46:00		2011-12-10 09:46:05		Cabinet		Magnetic	Bathroom
2011-12-10 09:46:23		2011-12-10 09:46:27		Basin		PIR			Bathroom
2011-12-10 09:47:44		2011-12-10 09:52:42		Shower		PIR			Bathroom
2011-12-10 09:55:18		2011-12-10 09:55:26		Cupboard	Magnetic	Kitchen
2011-12-10 09:55:50		2011-12-10 09:59:03		Toaster		Electric	Kitchen
2011-12-10 09:56:27		2011-12-10 09:56:29		Cupboard	Magnetic	Kitchen
2011-12-10 09:56:33		2011-12-10 09:56:50		Fridge		Magnetic	Kitchen
2011-12-10 09:56:58		2011-12-10 09:58:18		Microwave	Electric	Kitchen
2011-12-10 09:58:21		2011-12-10 09:58:24		Cooktop		PIR			Kitchen
2011-12-10 10:03:20		2011-12-10 12:34:09		Seat		Pressure	Living
2011-12-10 12:52:54		2011-12-10 12:53:39		Basin		PIR			Bathroom
2011-12-10 13:04:03		2011-12-10 13:04:08		Maindoor	Magnetic	Entrance
2011-12-10 17:06:58		2011-12-10 17:07:03		Maindoor	Magnetic	Entrance
2011-12-10 17:11:23		2011-12-10 20:16:51		Seat		Pressure	Living
2011-12-10 20:21:54		2011-12-10 20:23:16		Basin		PIR			Bathroom
2011-12-10 20:25:40		2011-12-10 20:25:46		Maindoor	Magnetic	Entrance
2011-12-11 00:56:01		2011-12-11 00:56:05		Maindoor	Magnetic	Entrance
2011-12-11 01:01:41		2011-12-11 02:26:08		Seat		Pressure	Living
2011-12-11 02:27:21		2011-12-11 02:28:44		Basin		PIR			Bathroom
2011-12-11 02:31:15		2011-12-11 11:57:34		Bed			Pressure	Bedroom
2011-12-11 12:01:27		2011-12-11 12:01:59		Toilet		Flush		Bathroom
2011-12-11 12:02:25		2011-12-11 12:02:39		Basin		PIR			Bathroom
2011-12-11 12:02:56		2011-12-11 12:18:42		Shower		PIR			Bathroom
2011-12-11 12:21:57		2011-12-11 12:25:09		Toaster		Electric	Kitchen
2011-12-11 12:22:01		2011-12-11 12:22:03		Cupboard	Magnetic	Kitchen
2011-12-11 12:22:07		2011-12-11 12:23:04		Fridge		Magnetic	Kitchen
2011-12-11 12:23:14		2011-12-11 12:25:12		Microwave	Electric	Kitchen
2011-12-11 12:32:49		2011-12-11 14:26:18		Seat		Pressure	Living
2011-12-11 14:34:12		2011-12-11 14:34:59		Cupboard	Magnetic	Kitchen
2011-12-11 14:36:58		2011-12-11 15:00:37		Cooktop		PIR			Kitchen
2011-12-11 14:37:04 	2011-12-11 14:37:14		Cupboard	Magnetic	Kitchen
2011-12-11 14:43:05		2011-12-11 14:44:23		Cupboard	Magnetic	Kitchen
2011-12-11 14:49:47		2011-12-11 14:50:02		Cupboard	Magnetic	Kitchen
2011-12-11 15:13:52		2011-12-11 15:13:57		Fridge		Magnetic	Kitchen
2011-12-11 15:29:03		2011-12-11 15:30:14		Toilet		Flush		Bathroom
2011-12-11 15:41:34		2011-12-11 15:43:30		Basin		PIR			Bathroom
2011-12-11 15:43:51		2011-12-12 00:22:50		Seat		Pressure	Living
2011-12-12 00:31:35		2011-12-12 07:22:21		Bed			Pressure	Bedroom
