Start time          	End time            	Location	Type		Place
2012-11-14 21:42:23		2012-11-14 21:42:29		Cupboard	Magnetic	Kitchen
2012-11-14 21:42:40		2012-11-14 21:42:42		Door		PIR			Kitchen
2012-11-14 21:42:52		2012-11-14 21:42:55		Door		PIR			Living
2012-11-14 21:44:06		2012-11-14 21:44:09		Door		PIR			Living
2012-11-14 21:44:19		2012-11-14 21:44:21		Door		PIR			Kitchen
2012-11-14 21:44:24		2012-11-14 21:44:35		Microwave	Electric	Kitchen
2012-11-14 21:45:31		2012-11-14 21:45:37		Fridge		Magnetic	Kitchen
2012-11-14 21:45:49		2012-11-14 21:45:52		Fridge		Magnetic	Kitchen
2012-11-14 21:47:05		2012-11-14 21:47:08		Door		PIR			Kitchen
2012-11-14 21:47:15		2012-11-14 21:47:18		Door		PIR			Living
2012-11-14 21:48:23		2012-11-14 22:13:45		Seat		Pressure	Living
2012-11-14 22:14:23		2012-11-14 22:14:26		Door		PIR			Living
2012-11-14 22:14:37		2012-11-14 22:14:41		Door		PIR			Kitchen
2012-11-14 22:15:47		2012-11-14 22:16:05		Fridge		Magnetic	Kitchen
2012-11-14 22:17:45		2012-11-14 22:17:47		Door		PIR			Kitchen
2012-11-14 22:18:35		2012-11-14 22:18:39		Door		PIR			Living
2012-11-14 22:19:24		2012-11-14 23:05:15		Seat		Pressure	Living
2012-11-14 23:06:14		2012-11-14 23:06:16		Door		PIR			Living
2012-11-14 23:07:33		2012-11-14 23:07:36		Door		PIR			Bedroom
2012-11-14 23:11:31		2012-11-14 23:11:37		Door		PIR			Bedroom
2012-11-14 23:12:00		2012-11-14 23:12:03		Door		PIR			Kitchen
2012-11-14 23:12:11		2012-11-14 23:12:14		Door		PIR			Kitchen
2012-11-14 23:12:33		2012-11-14 23:12:37		Door		PIR			Living
2012-11-14 23:13:17		2012-11-15 00:05:21		Seat		Pressure	Living
2012-11-15 00:06:39		2012-11-15 00:06:45		Door		PIR			Living
2012-11-15 00:07:20		2012-11-15 00:07:28		Basin		PIR			Bathroom
2012-11-15 00:09:17		2012-11-15 00:10:05		Toilet		Flush		Bathroom
2012-11-15 00:09:42		2012-11-15 00:10:10		Basin		PIR			Bathroom
2012-11-15 00:10:24		2012-11-15 00:10:29		Door		PIR			Bedroom
2012-11-15 00:10:56		2012-11-15 00:39:00		Bed			Pressure	Bedroom
2012-11-15 00:39:56		2012-11-15 00:40:00		Door		PIR			Bedroom
2012-11-15 00:40:08		2012-11-15 00:40:14		Door		PIR			Bedroom
2012-11-15 00:40:50		2012-11-15 00:42:52		Bed			Pressure	Bedroom
2012-11-15 00:43:16		2012-11-15 00:43:19		Door		PIR			Bedroom
2012-11-15 00:43:40		2012-11-15 00:43:49		Door		PIR			Living
2012-11-15 00:44:02		2012-11-15 01:54:13		Seat		Pressure	Living
2012-11-15 01:54:31		2012-11-15 01:54:38		Door		PIR			Living
2012-11-15 01:55:27		2012-11-15 01:55:29		Door		PIR			Bedroom
2012-11-15 01:55:44		2012-11-15 07:44:47		Bed			Pressure	Bedroom
2012-11-15 07:46:07		2012-11-15 07:46:10		Door		PIR			Bedroom
2012-11-15 07:52:11		2012-11-15 07:52:52		Toilet		Flush		Bathroom
2012-11-15 07:53:26		2012-11-15 07:53:29		Door		PIR			Bedroom
2012-11-15 07:53:46		2012-11-15 09:33:22		Bed			Pressure	Bedroom
2012-11-15 09:34:31		2012-11-15 09:34:36		Door		PIR			Bedroom
2012-11-15 09:36:20		2012-11-15 09:36:23		Door		PIR			Living
2012-11-15 09:37:15		2012-11-15 09:37:18		Door		PIR			Living
2012-11-15 09:37:33		2012-11-15 09:37:37		Door		PIR			Kitchen
2012-11-15 09:42:03		2012-11-15 09:42:21		Fridge		Magnetic	Kitchen
2012-11-15 09:42:30		2012-11-15 09:44:06		Microwave	Electric	Kitchen
2012-11-15 09:47:12		2012-11-15 09:47:16		Door		PIR			Kitchen
2012-11-15 09:47:43		2012-11-15 09:47:46		Door		PIR			Living
2012-11-15 09:48:05		2012-11-15 09:48:08		Door		PIR			Living
2012-11-15 09:51:55		2012-11-15 09:53:10		Toilet		Flush		Bathroom
2012-11-15 09:52:52		2012-11-15 09:52:57		Basin		PIR			Bathroom
2012-11-15 09:53:18		2012-11-15 09:53:21		Door		PIR			Bedroom
2012-11-15 09:53:43		2012-11-15 09:53:46		Door		PIR			Bedroom
2012-11-15 09:53:48		2012-11-15 09:56:53		Basin		PIR			Bathroom
2012-11-15 09:58:18		2012-11-15 10:04:53		Shower		PIR			Bathroom
2012-11-15 10:05:27		2012-11-15 10:07:25		Basin		PIR			Bathroom
2012-11-15 10:08:16		2012-11-15 10:08:20		Door		PIR			Bedroom
2012-11-15 10:10:50		2012-11-15 10:10:51		Door		PIR			Bedroom
2012-11-15 10:11:08		2012-11-15 10:11:14		Door		PIR			Kitchen
2012-11-15 10:16:22		2012-11-15 10:16:24		Door		PIR			Kitchen
2012-11-15 10:17:04		2012-11-15 10:17:08		Door		PIR			Bedroom
2012-11-15 10:20:41		2012-11-15 10:20:45		Door		PIR			Bedroom
2012-11-15 10:23:45		2012-11-15 10:23:49		Door		PIR			Living
2012-11-15 10:26:41		2012-11-15 11:19:50		Seat		Pressure	Living
2012-11-15 11:22:17		2012-11-15 11:22:20		Door		PIR			Living
2012-11-15 11:29:53		2012-11-15 11:29:57		Door		PIR			Bedroom
2012-11-15 11:38:54		2012-11-15 11:39:14		Door		PIR			Bedroom
2012-11-15 11:42:33		2012-11-15 11:42:56		Maindoor	Magnetic	Entrance
2012-11-15 13:02:30		2012-11-15 13:02:38		Maindoor	Magnetic	Entrance
2012-11-15 13:02:54		2012-11-15 13:02:56		Door		PIR			Kitchen
2012-11-15 13:03:04		2012-11-15 13:03:07		Door		PIR			Kitchen
2012-11-15 13:03:16		2012-11-15 13:03:18		Door		PIR			Living
2012-11-15 13:06:08		2012-11-15 13:06:11		Door		PIR			Living
2012-11-15 13:06:22		2012-11-15 13:06:25		Door		PIR			Kitchen
2012-11-15 13:07:03		2012-11-15 13:07:05		Door		PIR			Kitchen
2012-11-15 13:07:10		2012-11-15 13:07:13		Door		PIR			Living
2012-11-15 13:09:56		2012-11-15 14:20:30		Seat		Pressure	Living
2012-11-15 14:22:42		2012-11-15 14:22:45		Door		PIR			Living
2012-11-15 14:22:55		2012-11-15 14:23:00		Door		PIR			Kitchen
2012-11-15 14:34:02		2012-11-15 14:34:05		Door		PIR			Kitchen
2012-11-15 14:34:17		2012-11-15 14:34:20		Door		PIR			Living
2012-11-15 14:41:27		2012-11-15 14:41:31		Door		PIR			Living
2012-11-15 14:41:43		2012-11-15 14:41:45		Door		PIR			Kitchen
2012-11-15 14:49:13		2012-11-15 14:49:16		Cupboard	Magnetic	Kitchen
2012-11-15 14:49:41		2012-11-15 14:49:45		Door		PIR			Kitchen
2012-11-15 14:49:54		2012-11-15 14:49:57		Door		PIR			Living
2012-11-15 15:04:05		2012-11-15 15:04:10		Door		PIR			Living
2012-11-15 15:04:18		2012-11-15 15:04:20		Door		PIR			Kitchen
2012-11-15 15:24:09		2012-11-15 15:24:12		Fridge		Magnetic	Kitchen
2012-11-15 15:34:20		2012-11-15 15:34:23		Door		PIR			Kitchen
2012-11-15 15:35:48		2012-11-15 15:35:51		Door		PIR			Living
2012-11-15 15:41:09		2012-11-15 15:41:11		Door		PIR			Living
2012-11-15 15:42:11		2012-11-15 15:42:14		Door		PIR			Kitchen
2012-11-15 15:42:43		2012-11-15 15:42:48		Fridge		Magnetic	Kitchen
2012-11-15 15:43:19		2012-11-15 15:43:22		Door		PIR			Kitchen
2012-11-15 15:43:24		2012-11-15 15:43:26		Door		PIR			Living
2012-11-15 15:45:28		2012-11-15 15:45:32		Door		PIR			Living
2012-11-15 15:48:31		2012-11-15 15:49:44		Toilet		Flush		Bathroom
2012-11-15 15:48:53		2012-11-15 15:49:54		Basin		PIR			Bathroom
2012-11-15 15:50:21		2012-11-15 15:50:25		Door		PIR			Living
2012-11-15 15:54:05		2012-11-15 15:54:09		Door		PIR			Living
2012-11-15 15:54:21		2012-11-15 15:54:32		Maindoor	Magnetic	Entrance
2012-11-15 20:10:50		2012-11-15 20:10:57		Maindoor	Magnetic	Entrance
2012-11-15 20:11:26		2012-11-15 20:11:28		Door		PIR			Living
2012-11-15 20:16:01		2012-11-15 20:16:04		Door		PIR			Living
2012-11-15 20:16:16		2012-11-15 20:16:18		Door		PIR			Kitchen
2012-11-15 20:17:12		2012-11-15 20:17:16		Door		PIR			Kitchen
2012-11-15 20:17:30		2012-11-15 20:17:34		Door		PIR			Living
2012-11-15 22:06:57		2012-11-15 22:06:59		Door		PIR			Living
2012-11-15 22:07:26		2012-11-15 22:07:29		Door		PIR			Kitchen
2012-11-15 22:22:27		2012-11-15 22:22:29		Door		PIR			Kitchen
2012-11-15 22:22:41		2012-11-15 22:22:44		Door		PIR			Living
2012-11-15 22:26:02		2012-11-15 22:26:04		Door		PIR			Living
2012-11-15 22:26:14		2012-11-15 22:26:16		Door		PIR			Kitchen
2012-11-15 22:26:39		2012-11-15 22:30:40		Microwave	Electric	Kitchen
2012-11-15 22:28:07		2012-11-15 22:28:17		Cupboard	Magnetic	Kitchen
2012-11-15 22:30:44		2012-11-15 22:30:48		Door		PIR			Kitchen
2012-11-15 22:30:57		2012-11-15 22:31:00		Door		PIR			Living
2012-11-16 00:48:31		2012-11-16 00:48:35		Door		PIR			Living
2012-11-16 00:48:46		2012-11-16 00:48:49		Door		PIR			Kitchen
2012-11-16 00:50:31		2012-11-16 00:50:34		Door		PIR			Kitchen
2012-11-16 00:50:50		2012-11-16 00:50:55		Door		PIR			Living
2012-11-16 00:51:11		2012-11-16 00:51:14		Door		PIR			Living
2012-11-16 00:51:39		2012-11-16 00:54:32		Basin		PIR			Bathroom
2012-11-16 00:54:34		2012-11-16 00:55:17		Toilet		Flush		Bathroom
2012-11-16 00:55:05		2012-11-16 00:55:12		Basin		PIR			Bathroom
2012-11-16 00:55:23		2012-11-16 00:55:25		Door		PIR			Living
2012-11-16 00:57:56		2012-11-16 00:57:59		Door		PIR			Living
2012-11-16 00:58:03		2012-11-16 00:58:05		Door		PIR			Bedroom
2012-11-16 00:59:05		2012-11-16 10:36:26		Bed			Pressure	Bedroom
2012-11-16 10:37:55		2012-11-16 10:37:58		Door		PIR			Bedroom
2012-11-16 10:38:00		2012-11-16 10:38:03		Door		PIR			Living
2012-11-16 10:38:50		2012-11-16 10:38:53		Door		PIR			Living
2012-11-16 10:39:14		2012-11-16 10:39:18		Door		PIR			Kitchen
2012-11-16 10:40:09		2012-11-16 10:40:11		Fridge		Magnetic	Kitchen
2012-11-16 10:41:19		2012-11-16 10:42:13		Microwave	Electric	Kitchen
2012-11-16 10:52:56		2012-11-16 10:52:58		Door		PIR			Kitchen
2012-11-16 11:03:46		2012-11-16 11:06:56		Shower		PIR			Bathroom
2012-11-16 11:09:24		2012-11-16 11:12:37		Basin		PIR			Bathroom
2012-11-16 11:15:55		2012-11-16 11:17:46		Basin		PIR			Bathroom
2012-11-16 11:22:29		2012-11-16 11:22:33		Door		PIR			Bedroom
2012-11-16 11:39:10		2012-11-16 11:39:16		Door		PIR			Bedroom
2012-11-16 11:40:11		2012-11-16 11:47:53		Basin		PIR			Bathroom
2012-11-16 11:48:19		2012-11-16 11:48:22		Door		PIR			Living
2012-11-16 12:09:10		2012-11-16 12:09:12		Door		PIR			Living
2012-11-16 12:09:32		2012-11-16 12:09:33		Door		PIR			Kitchen
2012-11-16 12:09:36		2012-11-16 12:09:42		Fridge		Magnetic	Kitchen
2012-11-16 12:09:55		2012-11-16 12:09:57		Door		PIR			Kitchen
2012-11-16 12:10:06		2012-11-16 12:10:12		Maindoor	Magnetic	Entrance
2012-11-16 12:53:43		2012-11-16 12:53:49		Maindoor	Magnetic	Entrance
2012-11-16 12:55:43		2012-11-16 12:55:47		Door		PIR			Bedroom
2012-11-16 12:56:18		2012-11-16 12:56:20		Door		PIR			Bedroom
2012-11-16 12:56:28		2012-11-16 12:56:31		Door		PIR			Living
2012-11-16 12:57:53		2012-11-16 13:51:51		Seat		Pressure	Living
2012-11-16 13:52:08		2012-11-16 13:52:12		Door		PIR			Living
2012-11-16 13:52:35		2012-11-16 13:52:39		Door		PIR			Kitchen
2012-11-16 14:11:51		2012-11-16 14:11:55		Door		PIR			Kitchen
2012-11-16 14:12:04		2012-11-16 14:12:09		Door		PIR			Living
2012-11-16 14:19:00		2012-11-16 14:19:05		Door		PIR			Living
2012-11-16 14:19:13		2012-11-16 14:19:16		Door		PIR			Kitchen
2012-11-16 14:20:40		2012-11-16 14:20:47		Cupboard	Magnetic	Kitchen
2012-11-16 14:21:55		2012-11-16 14:21:59		Door		PIR			Kitchen
2012-11-16 14:22:08		2012-11-16 14:22:11		Door		PIR			Living
2012-11-16 14:26:08		2012-11-16 14:26:11		Door		PIR			Living
2012-11-16 14:26:19		2012-11-16 14:26:22		Door		PIR			Kitchen
2012-11-16 14:28:38		2012-11-16 14:28:41		Door		PIR			Kitchen
2012-11-16 14:28:49		2012-11-16 14:28:53		Door		PIR			Living
2012-11-16 14:48:03		2012-11-16 14:48:06		Door		PIR			Living
2012-11-16 14:48:16		2012-11-16 14:48:19		Door		PIR			Kitchen
2012-11-16 14:49:38		2012-11-16 14:49:40		Door		PIR			Kitchen
2012-11-16 14:49:50		2012-11-16 14:49:53		Door		PIR			Living
2012-11-16 14:54:19		2012-11-16 14:54:22		Door		PIR			Living
2012-11-16 14:54:31		2012-11-16 14:54:57		Door		PIR			Kitchen
2012-11-16 14:55:53		2012-11-16 14:55:55		Door		PIR			Kitchen
2012-11-16 15:05:28		2012-11-16 15:06:56		Toilet		Flush		Bathroom
2012-11-16 15:07:06		2012-11-16 15:07:20		Door		PIR			Bedroom
2012-11-16 15:09:06		2012-11-16 15:09:20		Door		PIR			Bedroom
2012-11-16 15:10:21		2012-11-16 15:10:25		Door		PIR			Living
2012-11-16 15:16:23		2012-11-16 15:16:25		Door		PIR			Living
2012-11-16 15:17:35		2012-11-16 15:17:42		Maindoor	Magnetic	Entrance
2012-11-16 18:03:58		2012-11-16 18:04:03		Maindoor	Magnetic	Entrance
2012-11-16 18:04:19		2012-11-16 18:04:23		Door		PIR			Living
2012-11-16 18:04:38		2012-11-16 18:04:41		Door		PIR			Living
2012-11-16 18:09:09		2012-11-16 18:10:06		Toilet		Flush		Bathroom
2012-11-16 18:10:54		2012-11-16 18:10:57		Door		PIR			Living
2012-11-16 18:11:36		2012-11-16 18:11:39		Door		PIR			Living
2012-11-16 18:11:50		2012-11-16 18:11:55		Door		PIR			Kitchen
2012-11-16 18:14:32		2012-11-16 18:16:12		Microwave	Electric	Kitchen
2012-11-16 18:14:38		2012-11-16 18:14:49		Fridge		Magnetic	Kitchen
2012-11-16 18:16:25		2012-11-16 18:16:28		Door		PIR			Kitchen
2012-11-16 18:16:56		2012-11-16 18:16:59		Door		PIR			Living
2012-11-16 18:18:11		2012-11-16 20:16:59		Seat		Pressure	Living
2012-11-16 20:17:15		2012-11-16 20:17:18		Door		PIR			Living
2012-11-16 20:17:30		2012-11-16 20:17:38		Door		PIR			Kitchen
2012-11-16 20:17:55		2012-11-16 20:17:57		Door		PIR			Kitchen
2012-11-16 20:19:13		2012-11-16 20:19:17		Door		PIR			Living
2012-11-16 20:25:24		2012-11-16 20:34:00		Seat		Pressure	Living
2012-11-16 20:34:06		2012-11-16 20:34:09		Door		PIR			Living
2012-11-16 20:34:20		2012-11-16 20:34:24		Door		PIR			Kitchen
2012-11-16 20:34:37		2012-11-16 20:34:39		Door		PIR			Kitchen
2012-11-16 20:34:53		2012-11-16 20:34:56		Door		PIR			Living
2012-11-16 20:35:02		2012-11-16 21:37:49		Seat		Pressure	Living
2012-11-16 21:38:15		2012-11-16 21:38:20		Door		PIR			Living
2012-11-16 22:02:37		2012-11-16 22:02:40		Door		PIR			Living
2012-11-16 22:03:37		2012-11-16 22:03:39		Door		PIR			Living
2012-11-16 22:10:15		2012-11-16 22:10:41		Basin		PIR			Bathroom
2012-11-16 22:11:48		2012-11-16 22:11:51		Door		PIR			Living
2012-11-16 22:18:02		2012-11-16 22:18:04		Door		PIR			Living
2012-11-16 22:18:41		2012-11-16 22:18:52		Maindoor	Magnetic	Entrance
2012-11-17 02:19:50		2012-11-17 02:19:56		Maindoor	Magnetic	Entrance
2012-11-17 02:20:47		2012-11-17 02:20:56		Door		PIR			Bedroom
2012-11-17 02:22:10		2012-11-17 02:22:12		Door		PIR			Bedroom
2012-11-17 02:22:44		2012-11-17 02:22:47		Door		PIR			Living
2012-11-17 02:24:36		2012-11-17 02:24:38		Door		PIR			Living
2012-11-17 02:26:35		2012-11-17 02:29:42		Basin		PIR			Bathroom
2012-11-17 02:31:05		2012-11-17 02:32:00		Toilet		Flush		Bathroom
2012-11-17 02:31:25		2012-11-17 02:33:51		Basin		PIR			Bathroom
2012-11-17 02:34:31		2012-11-17 02:34:35		Door		PIR			Bedroom
2012-11-17 02:36:06		2012-11-17 09:45:27		Bed			Pressure	Bedroom
2012-11-17 09:46:31		2012-11-17 09:46:36		Door		PIR			Bedroom
2012-11-17 09:52:17		2012-11-17 09:53:22		Toilet		Flush		Bathroom
2012-11-17 09:55:55		2012-11-17 09:55:58		Door		PIR			Living
2012-11-17 09:57:25		2012-11-17 09:57:28		Door		PIR			Living
2012-11-17 09:57:38		2012-11-17 09:57:42		Door		PIR			Kitchen
2012-11-17 09:58:41		2012-11-17 09:58:47		Fridge		Magnetic	Kitchen
2012-11-17 09:59:02		2012-11-17 09:59:05		Fridge		Magnetic	Kitchen
2012-11-17 09:59:26		2012-11-17 10:00:56		Microwave	Electric	Kitchen
2012-11-17 10:03:54		2012-11-17 10:03:58		Door		PIR			Kitchen
2012-11-17 10:07:28		2012-11-17 10:07:31		Door		PIR			Bedroom
2012-11-17 10:17:32		2012-11-17 10:17:34		Door		PIR			Bedroom
2012-11-17 10:18:06		2012-11-17 10:21:07		Shower		PIR			Bathroom
2012-11-17 10:21:27		2012-11-17 10:25:32		Basin		PIR			Bathroom
2012-11-17 10:29:13		2012-11-17 10:34:23		Basin		PIR			Bathroom
2012-11-17 10:35:53		2012-11-17 10:35:57		Door		PIR			Bedroom
2012-11-17 10:36:02		2012-11-17 10:36:04		Door		PIR			Bedroom
2012-11-17 10:38:46		2012-11-17 10:42:03		Basin		PIR			Bathroom
2012-11-17 10:43:21		2012-11-17 10:43:24		Door		PIR			Bedroom
2012-11-17 10:44:13		2012-11-17 10:44:16		Door		PIR			Bedroom
2012-11-17 10:47:19		2012-11-17 10:47:27		Maindoor	Magnetic	Entrance
2012-11-17 12:14:48		2012-11-17 12:14:55		Maindoor	Magnetic	Entrance
2012-11-17 12:15:25		2012-11-17 12:15:43		Door		PIR			Living
2012-11-17 12:19:34		2012-11-17 12:19:37		Door		PIR			Living
2012-11-17 12:19:45		2012-11-17 12:19:49		Door		PIR			Bedroom
2012-11-17 12:26:23		2012-11-17 12:26:27		Door		PIR			Bedroom
2012-11-17 12:27:17		2012-11-17 12:27:21		Door		PIR			Bedroom
2012-11-17 12:33:37		2012-11-17 12:33:39		Door		PIR			Bedroom
2012-11-17 12:35:58		2012-11-17 12:43:48		Basin		PIR			Bathroom
2012-11-17 12:44:01		2012-11-17 12:44:11		Door		PIR			Bedroom
2012-11-17 12:44:48		2012-11-17 12:44:52		Door		PIR			Bedroom
2012-11-17 12:45:24		2012-11-17 12:45:27		Door		PIR			Living
2012-11-17 12:45:48		2012-11-17 14:07:06		Seat		Pressure	Living
2012-11-17 14:08:25		2012-11-17 14:08:28		Door		PIR			Living
2012-11-17 14:08:37		2012-11-17 14:08:42		Door		PIR			Kitchen
2012-11-17 14:08:52		2012-11-17 14:08:54		Door		PIR			Kitchen
2012-11-17 14:09:04		2012-11-17 14:09:07		Door		PIR			Living
2012-11-17 14:10:53		2012-11-17 14:31:50		Seat		Pressure	Living
2012-11-17 14:31:55		2012-11-17 14:31:58		Door		PIR			Living
2012-11-17 14:32:08		2012-11-17 14:32:14		Door		PIR			Living
2012-11-17 14:38:10		2012-11-17 14:38:13		Door		PIR			Living
2012-11-17 14:40:02		2012-11-17 14:40:51		Door		PIR			Bedroom
2012-11-17 14:41:04		2012-11-17 14:41:43		Door		PIR			Bedroom
2012-11-17 14:42:13		2012-11-17 14:42:16		Maindoor	Magnetic	Entrance
2012-11-17 16:24:08		2012-11-17 16:24:13		Maindoor	Magnetic	Entrance
2012-11-17 16:24:45		2012-11-17 16:24:48		Door		PIR			Bedroom
2012-11-17 16:25:27		2012-11-17 16:25:40		Door		PIR			Bedroom
2012-11-17 16:30:16		2012-11-17 16:31:12		Toilet		Flush		Bathroom
2012-11-17 16:30:26		2012-11-17 16:30:35		Basin		PIR			Bathroom
2012-11-17 16:30:54		2012-11-17 16:30:57		Door		PIR			Living
2012-11-17 16:32:01		2012-11-17 16:32:04		Door		PIR			Living
2012-11-17 16:32:11		2012-11-17 16:32:14		Door		PIR			Kitchen
2012-11-17 16:32:32		2012-11-17 16:32:35		Door		PIR			Kitchen
2012-11-17 16:32:45		2012-11-17 16:32:48		Door		PIR			Living
2012-11-17 16:33:18		2012-11-17 17:27:38		Seat		Pressure	Living
2012-11-17 17:28:53		2012-11-17 17:28:55		Door		PIR			Living
2012-11-17 17:30:27		2012-11-17 17:30:30		Door		PIR			Kitchen
2012-11-17 17:30:48		2012-11-17 17:30:50		Door		PIR			Kitchen
2012-11-17 17:31:03		2012-11-17 17:31:06		Door		PIR			Living
2012-11-17 17:35:06		2012-11-17 17:35:10		Door		PIR			Living
2012-11-17 17:35:19		2012-11-17 17:35:23		Door		PIR			Bedroom
2012-11-17 17:36:46		2012-11-17 17:36:48		Door		PIR			Bedroom
2012-11-17 17:39:30		2012-11-17 17:39:34		Door		PIR			Living
2012-11-17 18:00:34		2012-11-17 18:00:37		Door		PIR			Living
2012-11-17 18:37:50		2012-11-17 18:37:53		Door		PIR			Living
2012-11-17 19:00:54		2012-11-17 19:00:58		Door		PIR			Living
2012-11-17 19:01:07		2012-11-17 19:01:09		Door		PIR			Kitchen
2012-11-17 19:01:21		2012-11-17 19:01:30		Door		PIR			Kitchen
2012-11-17 19:01:38		2012-11-17 19:01:41		Door		PIR			Living
2012-11-17 19:02:11		2012-11-17 19:37:31		Seat		Pressure	Living
2012-11-17 19:39:25		2012-11-17 19:39:28		Door		PIR			Living
2012-11-17 19:39:42		2012-11-17 19:39:45		Door		PIR			Kitchen
2012-11-17 19:41:32		2012-11-17 19:41:35		Door		PIR			Kitchen
2012-11-17 19:41:52		2012-11-17 19:41:55		Door		PIR			Living
2012-11-17 19:43:15		2012-11-17 20:25:55		Seat		Pressure	Living
2012-11-17 20:26:26		2012-11-17 20:26:29		Door		PIR			Living
2012-11-17 20:26:41		2012-11-17 20:26:50		Door		PIR			Kitchen
2012-11-17 20:26:54		2012-11-17 20:27:41		Microwave	Electric	Kitchen
2012-11-17 20:27:51		2012-11-17 20:27:58		Door		PIR			Kitchen
2012-11-17 20:28:08		2012-11-17 20:28:12		Door		PIR			Living
2012-11-17 20:30:55		2012-11-17 20:30:58		Door		PIR			Living
2012-11-17 20:31:07		2012-11-17 20:31:11		Door		PIR			Kitchen
2012-11-17 20:31:15		2012-11-17 20:31:22		Microwave	Electric	Kitchen
2012-11-17 20:31:27		2012-11-17 20:31:33		Door		PIR			Kitchen
2012-11-17 20:32:01		2012-11-17 20:32:04		Door		PIR			Living
2012-11-17 20:34:02		2012-11-17 20:34:05		Door		PIR			Living
2012-11-17 20:35:40		2012-11-17 20:35:44		Door		PIR			Bedroom
2012-11-17 20:37:01		2012-11-17 20:37:06		Door		PIR			Bedroom
2012-11-17 20:37:58		2012-11-17 20:37:59		Door		PIR			Living
2012-11-17 20:43:46		2012-11-17 20:43:49		Door		PIR			Living
2012-11-17 20:44:35		2012-11-17 20:45:44		Toilet		Flush		Bathroom
2012-11-17 20:46:00		2012-11-17 20:46:28		Basin		PIR			Bathroom
2012-11-17 20:46:41		2012-11-17 20:46:42		Door		PIR			Bedroom
2012-11-17 20:46:53		2012-11-17 20:46:57		Door		PIR			Bedroom
2012-11-17 20:47:50		2012-11-17 20:47:53		Door		PIR			Living
2012-11-17 20:50:10		2012-11-17 20:50:14		Door		PIR			Living
2012-11-17 20:50:17		2012-11-17 20:50:21		Door		PIR			Bedroom
2012-11-17 20:50:31		2012-11-17 20:50:35		Door		PIR			Bedroom
2012-11-17 20:50:41		2012-11-17 20:50:44		Door		PIR			Living
2012-11-17 20:53:49		2012-11-17 20:53:52		Door		PIR			Living
2012-11-17 20:54:16		2012-11-17 20:55:17		Basin		PIR			Bathroom
2012-11-17 20:56:04		2012-11-17 20:56:07		Door		PIR			Living
2012-11-17 21:18:56		2012-11-17 21:18:59		Door		PIR			Living
2012-11-17 21:19:07		2012-11-17 21:19:16		Maindoor	Magnetic	Entrance
2012-11-18 00:31:17		2012-11-18 00:31:20		Maindoor	Magnetic	Entrance
2012-11-18 00:32:06		2012-11-18 00:32:16		Door		PIR			Bedroom
2012-11-18 00:35:10		2012-11-18 00:35:14		Door		PIR			Bedroom
2012-11-18 00:39:21		2012-11-18 00:39:24		Door		PIR			Living
2012-11-18 00:40:24		2012-11-18 01:33:24		Seat		Pressure	Living
2012-11-18 01:34:06		2012-11-18 01:34:09		Door		PIR			Living
2012-11-18 01:39:12		2012-11-18 01:39:19		Door		PIR			Bedroom
2012-11-18 01:40:18		2012-11-18 08:56:33		Bed			Pressure	Bedroom
2012-11-18 08:57:38		2012-11-18 08:57:42		Door		PIR			Bedroom
2012-11-18 08:57:45		2012-11-18 08:57:49		Door		PIR			Living
2012-11-18 08:58:56		2012-11-18 08:59:02		Door		PIR			Living
2012-11-18 08:59:13		2012-11-18 08:59:16		Door		PIR			Kitchen
2012-11-18 08:59:42		2012-11-18 08:59:44		Door		PIR			Kitchen
2012-11-18 09:05:11		2012-11-18 09:06:13		Toilet		Flush		Bathroom
2012-11-18 09:07:25		2012-11-18 09:07:28		Door		PIR			Kitchen
2012-11-18 09:09:25		2012-11-18 09:09:30		Fridge		Magnetic	Kitchen
2012-11-18 09:09:45		2012-11-18 09:11:18		Microwave	Electric	Kitchen
2012-11-18 09:12:20		2012-11-18 09:12:22		Fridge		Magnetic	Kitchen
2012-11-18 09:14:33		2012-11-18 09:14:35		Door		PIR			Kitchen
2012-11-18 09:19:56		2012-11-18 09:19:59		Door		PIR			Bedroom
2012-11-18 09:20:40		2012-11-18 09:20:44		Door		PIR			Bedroom
2012-11-18 09:21:04		2012-11-18 09:21:06		Door		PIR			Kitchen
2012-11-18 09:21:08		2012-11-18 09:21:10		Door		PIR			Kitchen
2012-11-18 09:22:11		2012-11-18 09:29:48		Shower		PIR			Bathroom
2012-11-18 09:30:21		2012-11-18 09:39:49		Basin		PIR			Bathroom
2012-11-18 09:41:18		2012-11-18 09:44:55		Basin		PIR			Bathroom
2012-11-18 09:47:31		2012-11-18 09:47:33		Door		PIR			Bedroom
2012-11-18 09:53:33		2012-11-18 09:53:35		Door		PIR			Bedroom
2012-11-18 09:59:28		2012-11-18 09:59:31		Maindoor	Magnetic	Entrance
2012-11-18 10:06:49		2012-11-18 10:06:54		Maindoor	Magnetic	Entrance
2012-11-18 10:07:38		2012-11-18 10:07:41		Door		PIR			Bedroom
2012-11-18 10:08:18		2012-11-18 10:08:20		Door		PIR			Bedroom
2012-11-18 10:09:08		2012-11-18 10:09:11		Door		PIR			Kitchen
2012-11-18 10:23:43		2012-11-18 10:23:46		Door		PIR			Kitchen
2012-11-18 10:24:18		2012-11-18 10:24:21		Door		PIR			Bedroom
2012-11-18 10:30:52		2012-11-18 10:30:55		Door		PIR			Bedroom
